	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
47	Fusion Restaurant & Bar	6749 Brockton Ave,Riverside,CA,92506	Vietnamese,Asian Fusion,Italian	$11-30	4.5	104	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	Closed	No	Free	Yes	Street	NULL	Yes	No	Yes	Yes
48	P.F. Chang's	3475 Tyler St,Riverside,CA,92503	Chinese,Asian Fusion,Gluten-Free	$11-30	3.5	459	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	Yes	Yes
49	Law's Restaurant	9640 Indiana Ave,Riverside,CA,92503	Karaoke,Venues & Event Spaces,American (Traditional)	$11-30	3.5	269	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	No	Free	Yes	Private Lot	Yes	Yes	No	NULL	Yes
50	Ocean Pho	4069 Chicago Ave,Riverside,CA,92507	Vietnamese	$11-30	4.0	153	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	Yes	Free	Yes	NULL	NULL	Yes	NULL	NULL	Yes
51	Amagi Sushi	19510 Van Buren Blvd,Ste F6,Riverside,CA,92508	Sushi Bars,Japanese,Asian Fusion	$11-30	4.0	291	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Closed	Yes	No	Yes	Private Lot	Yes	Yes	No	No	Yes
52	Bann Thai	6461 Brockton Ave,Riverside,CA,92506	Thai	$11-30	4.0	64	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 3:00 pm,5:00 pm - 9:00 pm	No	Free	Yes	NULL	NULL	Yes	Yes	NULL	Yes
53	TGI Fridays	3487 Tyler Mall St,Riverside,CA,92503	American (Traditional),Bars,Burgers	$11-30	3.0	380	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 1:00 am	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	No	Yes
54	D'caesaro Pizza & Italian Restaurant	6160 Arlington Ave,Riverside,CA,92504	Italian,Pizza,Sandwiches	Under $10	4.5	375	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 8:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
55	Charley Rokks BBQ	5145 Jurupa Ave,Ste G-4,Riverside,CA,92504	Barbeque	$11-30	4.0	193	Closed	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Closed	No	Free	No	Private Lot	NULL	Yes	No	NULL	Yes
56	Riverside Community College Culinary Academy	3801 Market St,Riverside,CA,92501	American (New),Breakfast & Brunch	Under $10	4.5	54	Closed	8:30 am - 9:45 am,11:00 am - 12:45 pm	8:30 am - 9:45 am,11:00 am - 12:45 pm	8:30 am - 9:45 am,11:00 am - 12:45 pm	8:30 am - 9:45 am,11:00 am - 12:45 pm	Closed	Closed	No	No	No	Garage, Street	NULL	Yes	No	No	Yes
57	Phil's Cafe	8178 Mission Blvd,Riverside,CA,92509	Sandwiches,Diners,Breakfast & Brunch	Under $10	4.5	366	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 4:00 pm	Closed	NULL	Free	No	Private Lot	Yes	Yes	No	No	Yes
58	Locals Public House	285 E Alessandro Blvd,Riverside,CA,92508	Sports Bars,Pizza,Sandwiches	$11-30	4.5	119	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	No	Free	No	NULL	NULL	Yes	No	NULL	Yes
59	Zen Street	3600 Central Ave,Riverside,CA,92506	Asian Fusion,Ramen	$11-30	3.5	811	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	3:00 pm - 10:00 pm	11:00 am - 10:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	Yes	Yes
60	Mission Inn Restaurant	3649 Mission Inn Ave,Riverside,CA,92501	Breakfast & Brunch,American (Traditional),Comfort Food	$31-60	3.5	832	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	No	Free	Yes	Valet, Garage, Street	NULL	Yes	Yes	No	Yes
61	Gandhi Indian Cuisine	1355 E Alessandro Blvd,Ste 205,Riverside,CA,92508	Indian	$11-30	4.0	388	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
62	Pho Anh	5644 Van Buren Blvd,Riverside,CA,92503	Vietnamese	Under $10	4.5	125	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	No	No	No	Street	NULL	Yes	NULL	NULL	Yes
63	La Bufadora Baja Grill	497 E Alessandro Blvd,Ste B,Riverside,CA,92508	Mexican,Seafood,Fast Food	Under $10	4.0	199	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	NULL	NULL	Yes
64	Mezcal Cantina Y Cocina	3737 Main St,Ste 100,Riverside,CA,92501	Mexican,Cocktail Bars,Latin American	$11-30	3.5	980	5:00 pm - 9:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	11:30 am - 1:30 am	4:00 pm - 1:30 am	11:30 am - 10:00 pm	Yes	Paid	Yes	Street	NULL	Yes	No	NULL	Yes
65	The Lobby	3730 Main St,Riverside,CA,92501	Cocktail Bars,Lounges,American (Traditional)	$11-30	4.5	18	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	No	No	No	Garage, Street	NULL	Yes	NULL	NULL	No
66	Mr You Chinese Food	10255 Mission Blvd,Ste D,Riverside,CA,92509	Chinese	Under $10	4.0	216	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	No	No	NULL	NULL	Yes	No	No	Yes
67	Pho Ha	10185 Magnolia Ave,Riverside,CA,92503	Vietnamese	Under $10	3.0	522	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
68	Burgerim	1201 University Ave,Ste 110,Riverside,CA,92507	Burgers,American (Traditional),Chicken Wings	$11-30	4.0	111	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Garage	NULL	Yes	Yes	NULL	Yes
69	Epic Wings	350 N McKinley St,Ste 101,Corona,CA,92879	Chicken Wings	$11-30	4.5	80	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 9:30 pm	NULL	No	No	NULL	NULL	Yes	NULL	NULL	Yes
70	Tony's Mexican Grill	9670 Magnolia Ave,Riverside,CA,92503			4.5	99	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
71	Mariscos El Chango	2646 E Alessandro Blvd,Ste B,Riverside,CA,92508	Seafood,Mexican	$11-30	4.0	113	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	No	No	Yes	NULL	NULL	No	No	No	Yes
