	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
10	Spicy J's	165 E Paseo Del Centro,Fresno,CA,93720	Asian Fusion,Szechuan	$11-30	3.5	66	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Garage	NULL	Yes	No	NULL	Yes
11	MEGA Texas Barbeque	2429 E Mckinley Ave,Fresno,CA,93703	Caterers,Barbeque,Food Stands	$11-30	4.5	69	Closed	Closed	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	Closed	Yes	No	No	NULL	NULL	Yes	NULL	NULL	Yes
12	The Cheesecake Factory	639 E Shaw Ave,Ste 139,Fresno,CA,93710	Desserts,American (Traditional)	$11-30	3.5	687	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	Yes	Private Lot	Yes	Yes	No	No	Yes
13	honolulu bbq	2020 W Bullard Ave,Fresno,CA,93711	Barbeque	Under $10	4.5	126	9:30 am - 9:00 pm	9:30 am - 9:00 pm	9:30 am - 9:00 pm	9:30 am - 9:00 pm	9:30 am - 9:00 pm	9:30 am - 9:00 pm	9:30 am - 9:00 pm	Yes	NULL	No	Street	NULL	Yes	NULL	NULL	Yes
14	Hino Oishi	3091 E Campus Pointe Dr,Fresno,CA,93710	Japanese,Sushi Bars	$11-30	4.5	706	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 9:30 pm	No	Free	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
15	Golden Harbor Buffet	3273 W Shaw Ave,Fresno,CA,93711	Buffets,Chinese	$11-30	3.5	89	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
16	Culichi Town Fresno	2700 W Shaw Ave,Fresno,CA,93711	Mexican	$11-30	2.5	223	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 2:00 am	10:00 am - 11:45 pm	12:00 am - 2:00 am,10:00 am - 12:00 am	10:00 am - 12:00 am	No	NULL	NULL	Private Lot	NULL	Yes	No	NULL	Yes
17	Tsuchiya Ramen	736 W Bullard Ave,Fresno,CA,93704	Ramen	$11-30	4.0	108	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
18	Taqueria Don Pepe	4582 N Blackstone Ave,Fresno,CA,93726	Mexican	Under $10	4.5	467	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
19	Sam's Italian Deli & Market	2415 N 1st St,Fresno,CA,93703	Delis,Beer, Wine & Spirits,International Grocery	$11-30	4.5	656	Closed	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	Closed	NULL	No	No	Private Lot	NULL	Yes	Yes	No	Yes
20	Teriyaki Don - Fresno	6731 N Cedar Ave,Fresno,CA,93710	Japanese	Under $10	4.0	522	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
21	The Hangar	190 E El Camino Rd,Fresno,CA,93720	Salad,Burgers,Hot Dogs	$11-30	3.5	153	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Garage, Street	Yes	Yes	No	No	Yes
22	Take 3	1230 Fulton St,Fresno,CA,93721	American (Traditional),Burgers,Chicken Wings	Under $10	4.0	171	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 7:00 pm	Closed	Closed	No	Free	Yes	Street	NULL	Yes	NULL	Yes	Yes
23	Little Fat Dumpling	8482 N Friant Rd,Ste 103,Fresno,CA,93720	Asian Fusion,Szechuan	$11-30	3.5	369	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Private Lot	Yes	Yes	No	NULL	Yes
24	Benaddiction	3015 W Bullard Ave,Fresno,CA,93711	Breakfast & Brunch,American (Traditional)	$11-30	4.0	962	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
25	Yard House	90 El Camino,Fresno,CA,93720	Bars,American (New),Vegetarian	$11-30	3.5	836	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 1:30 am	10:00 am - 1:30 am	10:00 am - 12:00 am	No	Free	No	Private Lot	NULL	Yes	Yes	Yes	Yes
26	Luxs	1144 E Champlain Dr,Ste 108,Fresno,CA,93720	American (New),Lounges	$11-30	3.5	176	Closed	4:00 pm - 12:30 am	4:00 pm - 12:30 am	4:00 pm - 12:30 am	4:00 pm - 1:30 am	4:00 pm - 1:30 am	10:30 am - 12:30 am	No	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
27	Famous Ray's Northside Deli	1764 E Barstow Ave,Fresno,CA,93710			4.0	26	10:30 am - 3:00 pm	10:30 am - 3:00 pm	10:30 am - 3:00 pm	10:30 am - 6:00 pm	10:30 am - 6:00 pm	10:30 am - 6:00 pm	Closed	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
28	Max's Bistro and Bar	1784 W Bullard Ave,Fresno,CA,93711	Seafood,Steakhouses,American (New)	$31-60	4.0	491	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	NULL	Yes
29	S &T BBQ Delight	4965 N Barcus Ave,Fresno,CA,93722	Barbeque,Venues & Event Spaces,Caterers	$11-30	4.0	17	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 10:00 pm	Closed	NULL	NULL	NULL	Street, Private Lot	NULL	Yes	NULL	NULL	NULL
30	Tabachines Cocina	6755 N Palm Ave,Fresno,CA,93704	Mexican	$11-30	4.0	167	Closed	11:30 am - 2:30 pm,5:30 pm - 9:00 pm	11:30 am - 2:30 pm,5:30 pm - 9:00 pm	11:30 am - 2:30 pm,5:30 pm - 9:00 pm	11:30 am - 2:30 pm,5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	Closed	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
31	Joe's Steakhouse and Grill	831 Van Ness Ave,Fresno,CA,93721	Steakhouses,American (Traditional)	$11-30	4.0	187	Closed	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	Closed	No	No	Yes	Garage, Street, Validated	NULL	Yes	No	No	Yes
32	Butterfish California Poke	8482 N Friant Rd,Fresno,CA,93720	Poke,American (New)	$11-30	4.0	432	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 8:00 pm	No	Free	No	Street	Yes	Yes	Yes	NULL	Yes
33	Tapsi	744 P St,Ste 103,Fresno,CA,93721			4.0	17	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	Closed	Closed	No	NULL	No	Street	NULL	Yes	NULL	NULL	Yes
34	Maribel's Pupusas	N Valentine Ave,Northeast Corner,Fresno,CA,93722			4.5	10								NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
35	Smokeys Grill	2707 N Hughes Ave,Fresno,CA,93705			4.0	25	Closed	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	Closed	No	No	No	Street, Private Lot	NULL	Yes	NULL	NULL	Yes
36	La Empanada Buen Provecho	4210 N Fresno St,Fresno,CA,93726	Food Trucks,Empanadas,Spanish	Under $10	5.0	85	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 12:00 am	6:00 pm - 12:00 am	Closed	Yes	No	No	Private Lot	NULL	Yes	NULL	NULL	Yes
37	Oggi Cosi Si Mangia	1110 N Van Ness Ave,Fresno,CA,93728	Italian	$31-60	4.0	194	Closed	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
38	Noodle Express	601 E Olive Ave,Fresno,CA,93728	Thai,Laotian	$11-30	4.5	71	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	Closed	Yes	NULL	Yes	Street	NULL	Yes	NULL	NULL	Yes
39	PHO FRESNO	3111 N Maroa Ave,Fresno,CA,93704	Vietnamese	Under $10	4.0	131	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	NULL	No	No	Private Lot	NULL	Yes	NULL	NULL	Yes
40	Asiana Food & Market	90 E Magil Ave,Fresno,CA,93710	Korean	Under $10	4.5	59	Closed	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 7:00 pm	No	NULL	No	NULL	NULL	Yes	NULL	NULL	Yes
41	Cosmopolitan Tavern	625 O St,Fresno,CA,93721	Cocktail Bars,Italian,American (Traditional)	$11-30	4.0	274	11:00 am - 3:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	Closed	No	No	Yes	Private Lot	NULL	Yes	Yes	NULL	Yes
42	Churrasco Grill	1901 N Gateway Blvd,Ste 101,Fresno,CA,93727	Mediterranean,Lebanese	Under $10	4.5	344	8:00 am - 6:00 pm	8:00 am - 6:00 pm	8:00 am - 6:00 pm	8:00 am - 6:00 pm	8:00 am - 6:00 pm	10:30 am - 2:30 pm	Closed	Yes	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
43	El Premio Mayor	3247 E McKinley,Fresno,CA,93703	Mexican	Under $10	4.5	171	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 1:00 am	9:00 am - 1:00 am	9:00 am - 1:00 am	No	No	No	Private Lot	NULL	Yes	No	Yes	Yes
44	Phoenician Garden Mediterranean Bar and Grill	1025 E Herndon Ave,Ste 106,Fresno,CA,93720	Mediterranean,Greek,Lebanese	$11-30	4.5	635	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 8:00 pm	NULL	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
45	Viva! Be Bowl'd	7038 N Cedar Ave,Fresno,CA,93720			5.0	39	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Closed	Closed	No	NULL	No	NULL	Yes	Yes	Yes	NULL	Yes
46	Bonchon - Campus Pointe	3039 E Campus Pointe Dr,Fresno,CA,93710	Chicken Wings,Korean,Asian Fusion	$11-30	3.0	236	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	Free	No	Street, Private Lot	NULL	Yes	No	NULL	Yes
47	Noah's Ark Restaurant and Bakery	783 E Barstow Ave,Fresno,CA,93710	Mediterranean,Armenian,Greek	$11-30	4.5	170	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Closed	Yes	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
48	Boba Silog	1122 E Champlain Dr,Ste 101,Fresno,CA,93720	Filipino,Coffee & Tea,Waffles	$11-30	3.5	125	9:00 am - 9:00 pm	Closed	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 7:00 pm	No	Free	No	NULL	NULL	Yes	No	NULL	Yes
49	Don Pepe Taqueria	4950 N Woodrow Ave,Fresno,CA,93726	Mexican	Under $10	4.0	249	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
50	Campagnia	1185 E Champlain Dr,Fresno,CA,93720	Italian,American (New)	$11-30	3.5	453	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	10:00 am - 9:00 pm	No	No	Yes	Private Lot	Yes	Yes	Yes	NULL	Yes
51	Anaconda Burrito	6929 N Willow Ave,Ste  106,Fresno,CA,93710			5.0	3	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	Red Apple Cafe	488 W Herndon Ave,Fresno,CA,93650	Breakfast & Brunch,Cafes,Sandwiches	$11-30	4.5	896	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
53	DOY Grill	7675 N Blackstone Ave,Fresno,CA,93720	Mediterranean	Under $10	4.5	299	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	Yes	Yes
54	The Berrock Shop	2016 W Bullard Ave,Fresno,CA,93711	Comfort Food	Under $10	4.5	212	7:00 am - 8:00 pm	7:00 am - 8:00 pm	7:00 am - 8:00 pm	7:00 am - 8:00 pm	7:00 am - 8:00 pm	10:00 am - 6:00 pm	Closed	No	No	No	Private Lot	NULL	Yes	No	No	Yes
55	Ichiban	4863 E Butler Ave,Fresno,CA,93727	Japanese	Under $10	4.0	84	10:30 am - 8:30 pm	10:30 am - 8:30 pm	10:30 am - 8:30 pm	10:30 am - 8:30 pm	10:30 am - 8:30 pm	12:00 pm - 8:30 pm	Closed	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
56	Ruth's Chris Steak House	7844 N Blackstone Ave,Fresno,CA,93720	Steakhouses	Above $61	4.0	404	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	Free	Yes	Valet, Private Lot	Yes	Yes	No	No	Yes
57	Oahu Hawaiian BBQ	7723 N Blackstone Ave,Ste 102,Fresno,CA,93726	Hawaiian	$11-30	4.0	191	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:00 pm	No	No	No	NULL	NULL	Yes	No	Yes	Yes
58	Trelio	438 Clovis Ave,Ste 4,Clovis,CA,93612	American (New),Modern European	$31-60	4.5	256	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	No	No	Yes	Street	NULL	Yes	No	NULL	No
59	Eureka!	7775 N Palm Ave,Fresno,CA,93711	Burgers,Bars,American (New)	$11-30	4.0	603	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	No	Street, Private Lot	NULL	Yes	No	NULL	Yes
60	Pete's Teriyaki House	2738 W Shaw Ave,Fresno,CA,93711	Japanese	Under $10	4.0	310	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	No	NULL	NULL	Yes	No	No	Yes
61	Zamora Taqueria	619 E Divisadero St,Fresno,CA,93721	Latin American,Mexican	Under $10	4.5	184	9:00 am - 7:30 pm	9:00 am - 7:30 pm	9:00 am - 7:30 pm	9:00 am - 7:30 pm	9:00 am - 7:30 pm	9:00 am - 7:30 pm	9:00 am - 7:30 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
62	Clasy Pita	5358 W Spruce Ave,Fresno,CA,93722			4.5	6	4:30 pm - 9:00 pm	11:00 am - 9:15 pm	11:00 am - 9:15 pm	11:00 am - 9:15 pm	11:00 am - 9:15 pm	11:00 am - 9:15 pm	12:00 pm - 9:00 pm	Yes	Free	NULL	NULL	NULL	Yes	NULL	NULL	Yes
63	Cowboy Chicken	5050 N Palm Ave,Fresno,CA,93704	Chicken Shop,Southern,American (Traditional)	$11-30	3.5	76								NULL	NULL	No	NULL	NULL	Yes	NULL	NULL	Yes
64	The Old Spaghetti Factory	1610 E Shaw Ave,Fresno,CA,93710	Italian	$11-30	3.5	240	11:30 am - 2:30 pm,4:30 pm - 9:00 pm	11:30 am - 2:30 pm,4:30 pm - 9:00 pm	11:30 am - 2:30 pm,4:30 pm - 9:00 pm	11:30 am - 2:30 pm,4:30 pm - 9:00 pm	11:30 am - 2:30 pm,4:30 pm - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
65	Brown Bear's Hot Dogs	7040 N Fresno St,Fresno,CA,93720	Hot Dogs	Under $10	4.5	198	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 4:00 pm	Closed	No	No	No	Private Lot	NULL	Yes	No	No	Yes
66	B & K Asian Kitchen	1276 N First St,Fresno,CA,93703	Thai	$11-30	4.0	196	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
67	Casa de Tamales	609 E Olive Ave,Fresno,CA,93728	Mexican,Gluten-Free,Vegetarian	Under $10	4.0	272	11:00 am - 5:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	10:00 am - 5:00 pm	Yes	No	No	Street, Private Lot	NULL	Yes	Yes	Yes	Yes
68	Bulldog Burger Bistro	1782 E Barstow Ave,Fresno,CA,93710	Burgers,American (New),Beer Bar	$11-30	4.0	447	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Private Lot	NULL	Yes	No	No	Yes
69	Las Mananitas	1329 S Hazelwood Blvd,Fresno,CA,93702	Mexican,Breakfast & Brunch	Under $10	5.0	134	Closed	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	8:30 am - 2:30 pm	8:30 am - 2:30 pm	No	No	No	Street	NULL	Yes	Yes	NULL	Yes
70	Huong Lan 11	3757 West Shaw Ave,Fresno,CA,93711			4.0	57	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Private Lot	NULL	Yes	NULL	NULL	Yes
71	Papi's Mex Grill	1560 E Champlain Dr,Ste 101,Fresno,CA,93720	Mexican,Bars	$11-30	4.0	340	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 10:00 pm	10:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 9:00 pm	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
72	Central Fish Company	1535 Kern St,Fresno,CA,93706	Seafood,Seafood Markets,International Grocery	Under $10	4.0	140	9:00 am - 6:00 pm	9:00 am - 6:00 pm	9:00 am - 6:00 pm	9:00 am - 6:00 pm	9:00 am - 6:30 pm	9:00 am - 6:30 pm	9:00 am - 6:00 pm	No	Free	No	Street, Private Lot	NULL	Yes	No	No	Yes
73	Triumph African Restaurant	5730 N First St,Fresno,CA,93710	African	$11-30	4.0	22	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	1:00 pm - 6:30 pm	Yes	Free	Yes	Street, Private Lot	NULL	Yes	NULL	NULL	Yes
74	Cedars Grill Mediterranean Cuisine	345 E Shaw Ave,Fresno,CA,93710			4.0	53	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	Yes	Private Lot	NULL	Yes	NULL	NULL	Yes
