	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
15	BO-beau kitchen + roof tap	144 Pine Ave,Long Beach,CA,90802	Tapas/Small Plates,American (New),French	$11-30	4.0	2263	4:30 pm - 9:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 1:00 am	11:00 am - 1:00 am	11:00 am - 9:00 pm	No	Free	Yes	Valet, Street	NULL	Yes	No	No	No
16	Bomb Azz Tacos	2300 E 7th St,Long Beach,CA,90804	Food Trucks,Mexican	Under $10	4.5	140								No	No	No	Street	NULL	Yes	No	NULL	Yes
17	Pita Pitaki	3401 Cherry Ave,Long Beach,CA,90807	Greek,Mediterranean	$11-30	5.0	155	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	11:00 am - 9:00 pm	No	Free	No	Street	NULL	Yes	NULL	NULL	Yes
18	La Traviata	301 N Cedar Ave,Long Beach,CA,90802	Italian,Venues & Event Spaces,Lounges	$11-30	4.0	416	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	Closed	Yes	Free	Yes	Valet, Street	NULL	Yes	No	No	Yes
19	Cyclo Noodles	4754 Pacific Coast Hwy,Long Beach,CA,90804	Cambodian,Vietnamese,Noodles	$11-30	4.0	1271	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
20	Simmzy's - Long Beach	5271 E 2nd St,Long Beach,CA,90803	Gastropubs,American (New),Burgers	$11-30	4.0	1416	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
21	Donburi Cafè	245 Pine Ave,Ste 120,Long Beach,CA,90802	Japanese	$11-30	4.5	329	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	11:00 am - 9:00 pm	10:30 am - 9:00 pm	11:30 am - 9:00 pm	Closed	No	No	No	Garage, Street, Private Lot	NULL	Yes	No	NULL	Yes
22	Din Tai Fung	21540 Hawthorne Blvd,Ste 519,Torrance,CA,90503	Taiwanese,Shanghainese,Dim Sum	$11-30	4.0	1813	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	10:00 am - 9:30 pm	10:00 am - 9:00 pm	No	No	Yes	Garage	Yes	Yes	No	No	Yes
23	Tantalum Restaurant	6272 E Pacific Coast Hwy,Long Beach,CA,90803	Bars,American (Traditional),Breakfast & Brunch	$11-30	4.0	2060	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:00 am - 11:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Valet, Garage, Private Lot	Yes	Yes	No	No	Yes
24	Shake Shack	6440 E Pacific Coast Hwy,Ste 100,Long Beach,CA,90803	Burgers	$11-30	3.5	165	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	No	No	Garage	NULL	Yes	Yes	Yes	Yes
25	Aji Peruvian Cuisine	2308 E 4th St,Long Beach,CA,90814	Peruvian,Latin American,Empanadas	$11-30	4.5	623	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 3:00 pm,5:00 pm - 9:30 pm	12:00 pm - 3:00 pm,5:00 pm - 10:30 pm	12:00 pm - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 3:00 pm,5:00 pm - 9:00 pm	No	No	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
26	Cesar's Bistro	6240 E Pacific Coast Hwy,Long Beach,CA,90803	Latin American,Empanadas	$11-30	4.5	549	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
27	Elephant Thai Kitchen	2087 Long Beach Blvd,Long Beach,CA,90806	Thai	Under $10	4.5	768	Closed	11:00 am - 3:00 pm,5:30 pm - 9:00 pm	11:00 am - 3:00 pm,5:30 pm - 8:15 pm	11:00 am - 3:00 pm,5:30 pm - 9:00 pm	11:00 am - 3:00 pm,5:30 pm - 9:00 pm	11:00 am - 3:30 pm,5:00 pm - 9:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
28	Robert Earl's BBQ	703 E Artesia Blvd,Long Beach,CA,90805	Barbeque	$11-30	4.5	705	Closed	11:30 am - 7:30 pm	11:30 am - 7:30 pm	11:30 am - 7:00 pm	11:30 am - 8:30 pm	11:30 am - 8:30 pm	11:30 am - 5:00 pm	No	No	Yes	Street, Private Lot	NULL	No	No	No	Yes
29	The Ordinarie	210 The Promenade N,Long Beach,CA,90802	American (New),Cocktail Bars	$11-30	4.0	335	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	Yes	Free	Yes	Garage	Yes	Yes	No	No	Yes
30	Saint & Second	4828 E 2nd St,Long Beach,CA,90803	American (New),Breakfast & Brunch,Cocktail Bars	$11-30	4.5	1888	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 11:30 pm	9:00 am - 11:30 pm	9:00 am - 10:30 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
31	The Local Spot	6200 B E Pacific Coast Hwy,Ste B,Long Beach,CA,90803	Breakfast & Brunch,Diners,American (Traditional)	$11-30	4.5	1118	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
32	Aburi Sushi	4201 E Willow St,Long Beach,CA,90815	Sushi Bars,Japanese	$11-30	4.5	2011	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:30 pm	11:30 am - 10:30 pm	12:00 pm - 10:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
33	Dutch's Brewhouse	4244 Atlantic Ave,Long Beach,CA,90807	Breweries,Pizza,Salad	$11-30	5.0	263	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	10:00 am - 10:00 pm	No	Free	Yes	Street	Yes	Yes	Yes	No	Yes
34	Pier 76 Fish Grill	95 Pine Ave,Long Beach,CA,90802	Seafood,American (New),Sandwiches	$11-30	4.0	1817	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	Yes	Garage, Validated	NULL	Yes	No	No	Yes
35	Poke & More	2292 Carson St,Long Beach,CA,90807	Hawaiian,Poke,Filipino	Under $10	4.5	751	11:00 am - 8:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Yes	No	No	Private Lot	Yes	Yes	No	No	Yes
36	Beachwood Brewing & BBQ	210 E 3rd St,Long Beach,CA,90802	Barbeque,Breweries,Bars	$11-30	4.0	1456	Closed	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	No	Free	No	Garage, Street, Validated	NULL	Yes	No	No	Yes
37	George's Greek Cafe	5316 E 2nd St,Long Beach,CA,90803	Greek,Mediterranean,Cafes	$11-30	4.5	1175	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	Free	Yes	Street	Yes	Yes	No	No	Yes
38	Thai District	149 Linden Ave,Ste E,Long Beach,CA,90802	Thai	$11-30	4.5	717	Closed	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:00 pm	Yes	Free	Yes	Garage, Street, Private Lot	Yes	Yes	No	NULL	Yes
39	Picarelli's Cucina Italiana	6204 E Pacific Coast Hwy,Long Beach,CA,90803	Italian	$11-30	4.0	429	3:30 pm - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:30 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
40	The Marketplace Grill Cafe	4750 E Los Coyotes Diagonal,Long Beach,CA,90815	American (Traditional),Greek,Desserts	$11-30	4.0	1026	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
41	Chianina Steakhouse	5716 E 2nd St,Long Beach,CA,90803	Steakhouses	$31-60	4.0	441	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 10:00 pm	No	No	Yes	Valet, Street	NULL	Yes	No	NULL	No
42	MIXX Kitchen	3853 Atlantic Ave,Long Beach,CA,90807	Asian Fusion,Chinese,Noodles	$11-30	4.5	94	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Garage, Street, Private Lot	NULL	Yes	NULL	NULL	Yes
43	Seabirds Kitchen	975 E 4th St,Long Beach,CA,90802	Vegan,Vegetarian,Breakfast & Brunch	$11-30	4.5	852	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:30 am - 9:30 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Street	Yes	Yes	Yes	No	Yes
44	Lucille's Smokehouse Bar-B-Que	6257 E 2nd St,Long Beach,CA,90803	Southern,Barbeque,Smokehouse	$11-30	4.0	543	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
45	Vino e Cucina	4501 E Carson St,Ste 105,Long Beach,CA,90808	Italian	$11-30	4.0	553	Closed	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	No	No	Yes	Street, Private Lot	Yes	Yes	No	No	Yes
46	Lucille's Smokehouse Bar-B-Que	7411 Carson Blvd,Long Beach,CA,90808	Barbeque,Smokehouse,Southern	$11-30	4.0	963	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
47	Ola Mexican Kitchen	6420 Pacific Coast Hwy,Ste 230,Long Beach,CA,90803	Mexican	$11-30	3.5	106	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Garage	Yes	Yes	No	No	Yes
48	George's Greek Cafe	5252 Faculty Ave,Lakewood,CA,90712	Greek,Mediterranean	$11-30	4.5	1252	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:00 am - 9:30 pm	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
49	Waters Edge Winery of Long Beach	217 Pine Ave,Long Beach,CA,90802	Wine Tasting Room,American (New)	$11-30	4.5	95	Closed	1:00 pm - 10:00 pm	1:00 pm - 10:00 pm	1:00 pm - 10:00 pm	1:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 8:00 pm	No	Free	Yes	NULL	NULL	Yes	NULL	NULL	Yes
50	Rance's Chicago Pizza	5258 E 2nd St,Long Beach,CA,90803	Pizza	$11-30	4.0	830	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Street	NULL	Yes	No	No	Yes
51	La Tarantella Osteria	2120 E 4th St,Long Beach,CA,90814	Italian	$11-30	4.5	95	Closed	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	NULL	Yes	Street	NULL	Yes	No	NULL	Yes
52	District Wine	144 Linden Ave,Long Beach,CA,90802	Wine Bars,Tapas/Small Plates,American (New)	$11-30	4.5	805	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	2:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 9:00 pm	No	Free	Yes	Street	Yes	Yes	No	No	Yes
53	Cha For Tea	5720 E 7th St,Long Beach,CA,90803	Coffee & Tea,Bubble Tea,Taiwanese	Under $10	4.0	1310	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	Yes	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
54	Parkers' Lighthouse	435 Shoreline Village Dr,Long Beach,CA,90802	Seafood,Bars,American (Traditional)	$31-60	3.5	1701	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm	No	Free	Yes	Valet, Private Lot, Validated	NULL	Yes	No	No	Yes
55	Porto's Bakery & Cafe	7640 Beach Blvd,Buena Park,CA,90620	Bakeries,Cafes,Custom Cakes	Under $10	4.5	4279	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 9:00 pm	6:30 am - 9:00 pm	7:00 am - 8:00 pm	No	No	No	Garage, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
56	Long Beach Thai Restaurant	3109 E Anaheim St,Long Beach,CA,90804	Thai	$11-30	4.0	1158	9:00 am - 9:00 pm	Closed	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 8:00 pm	No	No	Yes	Private Lot	Yes	Yes	No	No	Yes
57	P.F. Chang's	340 S Pine Ave,Long Beach,CA,90802	Chinese,Asian Fusion,Gluten-Free	$11-30	3.0	698	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	Yes	Free	Yes	Valet, Street, Private Lot	Yes	Yes	No	NULL	Yes
58	California Fish Grill	3801 Lakewood Blvd,Long Beach,CA,90808	Seafood,Fish & Chips,Tacos	$11-30	3.5	597	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:00 pm	No	Free	No	Private Lot	NULL	Yes	Yes	Yes	Yes
59	Thai Guys	1388 Daisy Ave,Long Beach,CA,90813			4.5	24	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	No	NULL	NULL	Yes	NULL	NULL	Yes
60	Amorcito	4150 McGowen St,Ste 13,Long Beach,CA,90808	Tacos,Seafood,Tapas/Small Plates	$11-30	3.5	176	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 7:30 pm	Yes	Free	No	Private Lot	Yes	Yes	Yes	No	Yes
61	Curry House CoCo Ichibanya	2455 Sepulveda Blvd,Ste C,Torrance,CA,90501	Japanese Curry	$11-30	4.0	1228	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
62	Panvimarn Thai Cuisine	4101 Bellflower Blvd,Ste C,Long Beach,CA,90808	Thai,Sushi Bars	$11-30	4.0	1708	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 9:30 pm	Yes	No	Yes	Street, Private Lot	Yes	Yes	No	Yes	Yes
63	Hiccups	1946 N Lakewood Blvd,Long Beach,CA,90815	Vietnamese,Coffee & Tea,Thai	Under $10	3.5	1873	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	Free	No	Private Lot	NULL	Yes	Yes	No	Yes
64	Creme De La Crepe - Long Beach	400 E 1st St,Long Beach,CA,90802	Creperies,Fondue,French	$11-30	4.0	1040	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
65	Rascals Teriyaki Grill	1760 Bellflower Blvd,Long Beach,CA,90815	Japanese	Under $10	4.0	721	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	No	Garage, Private Lot	NULL	Yes	No	No	Yes
66	Blackbird Café	3405 Orange Ave,Long Beach,CA,90807	Cafes,American (New),Breakfast & Brunch	$11-30	4.0	1331	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
67	The Bamboo Club	3522 E Anaheim St,Long Beach,CA,90804	Tiki Bars,American (New),Cocktail Bars	$11-30	4.5	128	3:00 pm - 2:00 am	3:00 pm - 2:00 am	3:00 pm - 2:00 am	3:00 pm - 2:00 am	3:00 pm - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	NULL	Free	No	Street, Private Lot	NULL	Yes	No	No	Yes
68	Brothers Keeper BBQ	Long Beach,CA,90815	Barbeque,Pop-up Shops	$11-30	5.0	34								No	No	No	NULL	NULL	No	NULL	NULL	No
69	Porto's Bakery & Cafe	8233 Firestone Blvd,Downey,CA,90241	Bakeries,Custom Cakes,Cafes	Under $10	4.5	6792	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 8:30 pm	6:30 am - 9:00 pm	6:30 am - 9:00 pm	7:00 am - 8:00 pm	No	No	No	Garage, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
70	James Republic	500 E 1st St,Long Beach,CA,90802	American (New),Seafood	$11-30	3.5	776	6:30 am - 10:30 am,4:00 pm - 10:00 pm	6:30 am - 10:30 am,4:00 pm - 10:00 pm	6:30 am - 10:30 am,4:00 pm - 10:00 pm	6:30 am - 10:30 am,4:00 pm - 10:00 pm	6:30 am - 10:30 am,4:00 pm - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 9:00 pm	No	Free	Yes	Valet, Garage, Street, Validated	NULL	Yes	No	No	Yes
71	Vegan District at the Pike Outlets	95 Pine Ave,Long Beach,CA,90802			5.0	5								NULL	NULL	NULL	Garage, Street, Validated	NULL	NULL	NULL	NULL	NULL
