	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
10	Kaiba Japanese Ramen, Sushi & Grill	820 N Euclid St,Anaheim,CA,92801	Sushi Bars,Ramen,Poke	$11-30	4.5	1674	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	Yes	No	No	Street, Private Lot	Yes	Yes	No	No	Yes
11	The Vox Kitchen	16161 Brookhurst St,Fountain Valley,CA,92708	Vietnamese,Chinese,Asian Fusion	$11-30	4.5	3715	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
12	Roscoe's House of Chicken & Waffles	2110 S Harbor Blvd,Anaheim,CA,92802	Soul Food,Breakfast & Brunch,Waffles	$11-30	3.5	3315	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 1:00 am	8:00 am - 1:00 am	8:00 am - 11:00 pm	No	No	No	Garage, Private Lot	NULL	Yes	No	No	Yes
13	Baci Italian Restaurant	416 N Lakeview Ave,Anaheim,CA,92807	Italian	$11-30	4.5	797	11:00 am - 3:00 pm,4:30 pm - 10:30 pm	11:00 am - 3:00 pm,4:30 pm - 10:30 pm	11:00 am - 3:00 pm,4:30 pm - 10:30 pm	11:00 am - 3:00 pm,4:30 pm - 10:30 pm	11:00 am - 3:00 pm,4:30 pm - 10:30 pm	4:30 pm - 10:30 pm	4:30 pm - 10:30 pm	No	No	Yes	Private Lot	NULL	Yes	NULL	No	Yes
14	Zov's Anaheim	1801 E Katella Ave,Anaheim,CA,92805	Bars,Mediterranean,American (New)	$11-30	4.5	692	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:30 pm	3:00 pm - 9:30 pm	3:00 pm - 9:00 pm	Yes	No	Yes	Validated	NULL	Yes	Yes	NULL	Yes
15	Georgia's Restaurant	440 S Anaheim Blvd,Ste 209 A,Anaheim,CA,92805	Soul Food,American (Traditional)	$11-30	4.0	930	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 9:00 pm	No	Free	No	Valet, Street	NULL	Yes	Yes	No	Yes
16	Cortina's Italian Market	2175 W Orange Ave,Anaheim,CA,92804	Delis,Italian,Pizza	$11-30	4.5	1730	9:00 am - 8:00 pm	9:00 am - 8:00 pm	9:00 am - 8:00 pm	9:00 am - 8:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	Closed	No	No	No	Private Lot	NULL	Yes	No	No	Yes
17	Noodle House	613 N Euclid St,Anaheim,CA,92801	Chinese,Noodles	Under $10	4.0	322	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
18	Gus's World Famous Fried Chicken	102 N Sycamore St,Santa Ana,CA,92701	Chicken Shop,Comfort Food	$11-30	4.5	93	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	NULL	No	Garage, Street	NULL	Yes	Yes	NULL	Yes
19	Myung Dong Kyoja	1000 N Euclid St,Anaheim,CA,92801	Korean,Noodles,Soup	$11-30	4.0	466	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
20	BrewBerry Cafe	1198 W Katella Ave,Anaheim,CA,92802	Sandwiches,Breakfast & Brunch,American (Traditional)	Under $10	4.0	1400	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 2:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	Yes	Free	Yes	Private Lot	Yes	Yes	Yes	Yes	Yes
21	Black Tap - Anaheim	1540 S Disneyland Dr,Ste 101,Anaheim,CA,92802	Burgers,Desserts,Salad	$11-30	3.5	825	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 1:00 am	10:30 am - 1:00 am	10:30 am - 12:00 am	No	NULL	No	Private Lot	NULL	Yes	Yes	NULL	Yes
22	Naples Ristorante e Bar	1550 Disneyland Dr,Anaheim,CA,92802	Italian,Pizza	$11-30	4.0	3403	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:30 pm	No	No	Yes	Validated	NULL	Yes	No	No	Yes
23	Original Pancake House	1418 E Lincoln Ave,Anaheim,CA,92805	Breakfast & Brunch	$11-30	4.5	2097	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	No	No	No	Street, Private Lot	Yes	Yes	No	No	Yes
24	California Fish Grill	121 E Katella Ave,Anaheim,CA,92802	Seafood,Fish & Chips,Tacos	$11-30	4.0	183	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	NULL	No	Private Lot	NULL	Yes	Yes	NULL	Yes
25	Playground	220 E 4th St,Ste 102,Santa Ana,CA,92701	American (New),Tapas/Small Plates,Bars	$11-30	4.5	3243	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	Closed	No	No	Yes	Street	Yes	Yes	No	No	No
26	House of Shabu Shabu II	605 N Euclid St,Anaheim,CA,92801	Japanese,Hot Pot,Sushi Bars	$11-30	4.5	249	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	12:00 pm - 9:30 pm	No	No	No	Street, Private Lot	NULL	Yes	Yes	NULL	Yes
27	Umami Burger - Anaheim	338 S Anaheim Blvd,Anaheim,CA,92805	Burgers,American (New),Gastropubs	$11-30	4.0	1765	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm	Yes	Free	Yes	Street	Yes	Yes	No	No	Yes
28	Zait & Zaatar	510 N Brookhurst St,Unit 106,Anaheim,CA,92801	Mediterranean,Lebanese	$11-30	4.0	921	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	No	Yes
29	Punjabi Tandoor	327 S Anaheim Blvd,Ste A,Anaheim,CA,92805	Indian	Under $10	4.0	1172	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	11:00 am - 4:00 pm,5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	Yes	No	No	Private Lot	Yes	Yes	Yes	No	Yes
30	True Seasons Organic Kitchen	5675 E La Palma Ave,Anaheim,CA,92807	Hot Pot,Thai,Halal	$11-30	4.0	698	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	Yes	Yes
31	KooKoo Grill - The Original	202 W Lincoln Ave,Anaheim,CA,92805	Asian Fusion,Japanese,Mexican	Under $10	4.5	543	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	No	Private Lot	NULL	Yes	Yes	Yes	Yes
32	Rolling Boil	440 S Anaheim Blvd,Ste 103,Anaheim,CA,92805	Hot Pot,Szechuan	$11-30	4.0	435	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	Free	No	Valet, Garage, Street, Private Lot	NULL	Yes	No	No	Yes
33	Thanh Binh Restaurant	2119 E Ball Rd,Anaheim,CA,92806	Vietnamese	Under $10	4.5	236	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 5:00 pm	Closed	No	No	No	NULL	Yes	Yes	No	No	Yes
34	MasalaCraft Indian Cuisine	575 Chapman Ave,Anaheim,CA,92802	Indian,Buffets	$11-30	4.0	404	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	Free	Yes	NULL	Yes	Yes	No	No	Yes
35	Tortilla Jo's	1510 Disneyland Dr,Anaheim,CA,92802	Mexican	$11-30	4.0	3848	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	No	No	Yes	Validated	NULL	Yes	No	No	Yes
36	Healthy Junk	201 Ctr St Promenade,Unit B,Anaheim,CA,92805	Juice Bars & Smoothies,Tex-Mex,Wine Bars	$11-30	4.0	1478	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Garage, Street, Private Lot	Yes	Yes	Yes	No	Yes
37	Abyssinia Restaurant	2801 W Ball Rd,Unit 5,Anaheim,CA,92804	Ethiopian	$11-30	4.5	249	11:30 am - 9:00 pm	11:30 am - 9:00 pm	Closed	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
38	Ssal Chicken #2	2895 W Lincoln Ave,Anaheim,CA,92801	Chicken Wings,Korean	$11-30	4.5	340	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 12:00 am	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
39	Kettlebar Steam Cooking	440 S Anaheim Blvd,Ste 106,Anaheim,CA,92805	Seafood,Cajun/Creole,Cocktail Bars	$11-30	4.0	992	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	No	No	No	Valet, Street, Private Lot	NULL	Yes	No	No	Yes
40	Nguyen's Kitchen	445 S Main St,Ste B,Orange,CA,92868	Vietnamese,American (New),Asian Fusion	Under $10	4.0	1537	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	10:00 am - 2:30 am	10:00 am - 2:30 am	Yes	Free	No	Private Lot	NULL	Yes	Yes	No	Yes
41	Habachihana Grill	2561 W Ball Rd,Anaheim,CA,92804	Japanese,Seafood	$11-30	4.0	71	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	Free	Yes	NULL	NULL	Yes	Yes	NULL	Yes
42	Min's Dumpling House	627 N Euclid St,Anaheim,CA,92801	Dim Sum	$11-30	3.5	300	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:30 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
43	The SmoKING Ribs	14211 N Euclid St,Ste D,Garden Grove,CA,92843	Caterers,Barbeque	$11-30	4.5	1623	11:30 am - 8:45 pm	Closed	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	No	Free	No	Street, Private Lot	NULL	Yes	No	No	Yes
44	Jav's Bar-B-Q	500 S Anaheim Blvd,Ste D,Anaheim,CA,92805	Barbeque	$11-30	4.5	279	4:00 pm - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 6:00 pm	No	No	No	Garage, Street	NULL	Yes	Yes	Yes	Yes
45	Napa Rose	1313 Disneyland Dr,Anaheim,CA,92802	American (Traditional)	Above $61	4.0	1653	Closed	Closed	Closed	Closed	Closed	Closed	Closed	No	Free	Yes	Valet, Private Lot, Validated	NULL	Yes	No	No	No
46	The Fifth	1650 S Harbor Blvd,Anaheim,CA,92802	Cocktail Bars,Venues & Event Spaces,American (Traditional)	$11-30	4.0	900	Closed	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	Closed	No	Free	No	Valet, Street, Private Lot	Yes	Yes	No	No	No
47	18 Folds	430 S Anaheim Blvd,Anaheim,CA,92805	Shanghainese,Asian Fusion,American (New)	$11-30	3.5	375	Closed	Closed	5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 9:00 pm	No	No	Yes	Valet, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
48	Market Broiler - Orange	20 City Blvd W,Ste R-6,Orange,CA,92868	Seafood,Seafood Markets	$11-30	4.0	1465	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
49	BWON Shabu & BBQ	1841 W Orangethorpe Ave,Fullerton,CA,92833	Hot Pot,Barbeque,Korean	$11-30	4.5	2118	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:30 am	11:30 am - 12:30 am	11:30 am - 12:00 am	No	NULL	Yes	NULL	NULL	Yes	No	No	No
50	The Cellar	305 N Harbor Blvd,Ste 001,Fullerton,CA,92832	Modern European,Cocktail Bars	$31-60	4.0	1262	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 1:30 am	5:00 pm - 1:30 am	5:00 pm - 12:00 am	No	Free	Yes	Valet, Garage, Street, Private Lot	NULL	Yes	No	NULL	Yes
51	Orange Roll & Sushi	327 S Anaheim Blvd,Ste B,Anaheim,CA,92805	Sushi Bars,Japanese	$11-30	4.0	897	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
52	La Huasteca	6940 Beach Blvd,Fl 3,Buena Park,CA,90621	Mexican	$11-30	4.0	443	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	9:00 am - 9:00 pm	No	Free	Yes	Garage	Yes	Yes	No	No	Yes
53	Steakhouse 55	1150 W Magic Way,Anaheim,CA,92802	Steakhouses,American (New)	$31-60	4.0	1061	7:00 am - 11:00 am	Closed	Closed	Closed	Closed	Closed	Closed	No	Free	Yes	Private Lot, Validated	NULL	Yes	No	No	No
54	Kopan Ramen - Fullerton	141 E Commonwealth Ave,Fullerton,CA,92832	Ramen	$11-30	4.0	3223	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm	Yes	Free	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
55	Súp Noodle Bar - Buena Park	5141 Beach Blvd,Unit B,Buena Park,CA,90621	Vietnamese,Asian Fusion,Noodles	$11-30	4.5	2052	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	Free	No	Private Lot	NULL	Yes	No	Yes	Yes
56	King's Fish House - Orange	1521 W Katella Ave,Orange,CA,92867	Seafood	$11-30	4.0	1117	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
57	Luna Grill	121 E Katella Ave,Ste 125,Anaheim,CA,92802	Mediterranean,Greek,Salad	$11-30	4.0	75	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Private Lot	Yes	Yes	No	NULL	Yes
58	Han Yang	7152 Orangethorpe Ave,Buena Park,CA,90621	Korean,Soup	$11-30	4.5	1077	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:30 pm	9:00 am - 9:30 pm	9:00 am - 9:00 pm	No	Free	No	Private Lot	NULL	Yes	No	No	Yes
59	Lazy Dog Restaurant & Bar	1623 W Katella Ave,Orange,CA,92867	American (New),Comfort Food,Burgers	$11-30	4.0	1815	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 12:00 am	Yes	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
60	Jägerhaus	2525 E Ball Rd,Anaheim,CA,92806	German,Breakfast & Brunch,Specialty Food	$11-30	4.0	874	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
61	Rio Restaurant Pupuseria Salvadoreña	9516 Katella Ave,Anaheim,CA,92804	Salvadoran	$11-30	4.0	132	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Street, Private Lot	NULL	Yes	No	NULL	Yes
62	1901	1313 S Harbor Blvd,Anaheim,CA,92803	American (New),Lounges	$11-30	5.0	26								No	No	Yes	NULL	NULL	Yes	No	NULL	No
63	Ono Hawaiian BBQ	131 E Katella Ave,Ste 30,Anaheim,CA,92802	Hawaiian,Barbeque,Seafood	$11-30	4.0	15	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	No	NULL	No	NULL	NULL	Yes	NULL	NULL	Yes
64	The Wild Crab	9730 Garden Grove Blvd,Garden Grove,CA,92844	Cajun/Creole,Seafood	$11-30	4.0	649	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
65	Spin Poke & Grill	1081 N Tustin Ave,Ste 120,Anaheim,CA,92807	Japanese,Poke,Seafood	$11-30	4.5	197	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	10:30 am - 8:00 pm	11:00 am - 3:00 pm	Closed	No	NULL	No	Private Lot	NULL	Yes	Yes	Yes	Yes
66	Matador Cantina	111 N Harbor Blvd,Fullerton,CA,92832	Mexican,Breakfast & Brunch	$11-30	4.0	2466	11:00 am - 11:30 pm	11:00 am - 1:30 am	11:00 am - 11:30 pm	11:00 am - 1:30 am	11:00 am - 1:30 am	9:00 am - 1:30 am	9:00 am - 11:30 pm	No	Free	Yes	Street, Private Lot	NULL	Yes	No	NULL	Yes
67	Tana Ethiopian Restaurant	2622 W La Palma Ave,Anaheim,CA,92801	Ethiopian	$11-30	4.0	340	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
68	Trio Grill	221 S Magnolia Ave,Ste D,Anaheim,CA,92804	Mediterranean,Turkish,Middle Eastern	Under $10	5.0	142	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 1:00 am	11:00 am - 1:00 am	Closed	Yes	Free	No	Street, Private Lot	NULL	Yes	Yes	NULL	Yes
69	Tai Tea near Disney	874 W Lincoln Ave,Anaheim,CA,92805	Coffee & Tea,Bubble Tea,Taiwanese	Under $10	4.5	105	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	Yes	Free	No	Private Lot	Yes	Yes	Yes	Yes	Yes
70	Dunarea Restaurant	821 N Euclid St,Unit C,Anaheim,CA,92801	Modern European	$11-30	4.5	115	Closed	Closed	11:30 am - 2:00 pm,6:30 pm - 10:30 pm	11:30 am - 2:00 pm,6:30 pm - 10:30 pm	11:30 am - 2:00 pm,6:30 pm - 1:30 am	6:30 pm - 1:30 am	6:30 pm - 10:30 pm	No	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
