	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
22	Havana Grill	5450 Clairemont Mesa Blvd,Ste G,San Diego,CA,92117	Cuban,Desserts,American (Traditional)	$11-30	4.5	1094	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	No	Street, Private Lot	Yes	Yes	Yes	Yes	Yes
23	Tabu Shabu North Park	3647 30th St,San Diego,CA,92104	Japanese,Hot Pot	$11-30	4.5	55	11:30 am - 2:00 pm,5:00 pm - 11:00 pm	11:30 am - 2:00 pm,5:00 pm - 11:00 pm	11:30 am - 2:00 pm,5:00 pm - 11:00 pm	11:30 am - 2:00 pm,5:00 pm - 11:00 pm	11:30 am - 2:00 pm,5:00 pm - 12:00 am	12:00 pm - 3:00 pm,5:00 pm - 12:00 am	12:00 pm - 3:00 pm,5:00 pm - 11:00 pm	No	Free	No	Garage, Street	NULL	Yes	No	NULL	No
24	The Kebab Shop	1570 Camino De La Reina,Ste C,San Diego,CA,92108	Kebab,Mediterranean	Under $10	4.5	1430	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm	Yes	No	No	Private Lot	NULL	Yes	Yes	Yes	Yes
25	Juniper & Ivy	2228 Kettner Blvd,San Diego,CA,92101	American (New),Bars,Tapas/Small Plates	$31-60	4.0	2613	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm	No	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
26	Trailer Park After Dark	835 5th Ave,Lower Level,San Diego,CA,92101	Bars,American (New)	$11-30	4.5	603	Closed	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	Closed	No	Free	Yes	Street, Private Lot	Yes	Yes	No	NULL	No
27	The Red Door	741 W Washington St,San Diego,CA,92103	American (New),Cocktail Bars,Italian	$11-30	4.0	1036	4:00 pm - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 9:00 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
28	Water Grill - San Diego	615 J St,San Diego,CA,92101	Seafood	$31-60	4.5	2136	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 9:00 pm	No	Free	Yes	Garage	NULL	Yes	No	No	No
29	Classics Malt Shop	3625 Midway Dr,Ste B,San Diego,CA,92110	American (Traditional),Ice Cream & Frozen Yogurt,Hot Dogs	Under $10	5.0	803	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	Closed	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
30	The Rabbit Hole	3377 Adams Ave,San Diego,CA,92116	Bars,American (New)	$11-30	4.0	794	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	9:00 am - 2:00 am	9:00 am - 2:00 am	No	Free	Yes	Street	NULL	Yes	No	NULL	Yes
31	Azuki Sushi Lounge	2321 5th Ave,San Diego,CA,92101	Sushi Bars,Japanese,Seafood	$11-30	4.5	1988	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	No	Free	Yes	Street	Yes	Yes	No	No	Yes
32	Friend's House Korean	4647 Convoy St,Ste 101A,San Diego,CA,92111	Korean	$11-30	4.0	943	11:00 am - 4:00 pm,5:00 pm - 12:00 am	11:00 am - 4:00 pm,5:00 pm - 12:00 am	11:00 am - 4:00 pm,5:00 pm - 12:00 am	11:00 am - 4:00 pm,5:00 pm - 12:00 am	11:00 am - 4:00 pm,5:00 pm - 12:00 am	11:00 am - 4:00 pm,5:00 pm - 12:00 am	Closed	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
33	Song Hak - San Diego	4681 Convoy St,Ste B,San Diego,CA,92111	Korean,Barbeque	$11-30	4.5	174	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 12:00 am	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
34	OB Noodle House	2218 Cable St,San Diego,CA,92107	Asian Fusion,Bars,Noodles	$11-30	4.0	3360	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	No	Free	No	Street	NULL	Yes	No	No	Yes
35	Woomiok	3860 Convoy St,San Diego,CA,92111	Korean	$11-30	4.5	389	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	No	No	Private Lot	NULL	Yes	No	No	Yes
36	Old Town Tequila Factory	2467 Juan St,San Diego,CA,92110	Mexican,Bars	$11-30	4.0	1377	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 11:00 pm	6:00 am - 11:00 pm	6:00 am - 10:00 pm	No	Free	Yes	Garage, Street, Private Lot	Yes	Yes	No	No	Yes
37	Craft & Commerce	675 W Beech St,San Diego,CA,92101	Gastropubs,Lounges,Cocktail Bars	$11-30	4.0	2579	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	3:00 pm - 1:00 am	10:00 am - 1:00 am	10:00 am - 12:00 am	No	Free	Yes	Street	NULL	Yes	No	No	Yes
38	Piacere Mio - South Park	1947 Fern St,San Diego,CA,92102	Italian	$11-30	4.5	1072	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 9:30 pm	No	Free	Yes	Street	Yes	Yes	No	No	Yes
39	Homestyle Hawaiian Pub & Eatery	10601 Tierrasanta Blvd,San Diego,CA,92124	Hawaiian	$11-30	4.0	527	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	Closed	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
40	North Italia	7055 Friars Rd,San Diego,CA,92108	Italian,Pizza	$11-30	4.0	478	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm	No	Free	Yes	Private Lot	Yes	Yes	No	NULL	Yes
41	Yokohama Yakitori Koubou	3904 Convoy St,Ste 108,San Diego,CA,92111	Japanese	$11-30	4.0	646	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	No	No	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
42	The Lion's Share	629 Kettner Bvd,San Diego,CA,92101	American (New),Lounges	$11-30	4.5	1247	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	No	No	Yes	Street	NULL	Yes	No	No	Yes
43	Jimmy's Famous American Tavern	4990 N Harbor Dr,San Diego,CA,92106	American (New),Comfort Food,Burgers	$11-30	4.0	1373	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 9:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
44	Cocina 35	1435 6th Ave,San Diego,CA,92101	Mexican	$11-30	4.5	976	7:30 am - 3:00 pm	7:30 am - 3:00 pm	7:30 am - 3:00 pm	7:30 am - 3:00 pm	7:30 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	Yes	No	No	Street	NULL	Yes	Yes	Yes	Yes
45	Island Prime	880 Harbor Island Dr,San Diego,CA,92101	Seafood,Steakhouses,American (Traditional)	$31-60	4.5	2160	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	No	Free	Yes	Valet, Street, Private Lot	NULL	Yes	No	No	Yes
46	Kettner Exchange	2001 Kettner Blvd,San Diego,CA,92101	American (Traditional),Cocktail Bars,American (New)	$11-30	4.0	1657	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 12:00 am	No	Free	Yes	Valet, Street, Private Lot	NULL	Yes	No	No	No
47	Ulivo Restaurant	1776 Sunset Cliffs Blvd,San Diego,CA,92107	Italian,Seafood,Pizza	$11-30	4.5	276	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	4:30 am - 9:30 pm	4:30 am - 9:30 pm	4:30 pm - 9:30 pm	Yes	No	Yes	Street, Private Lot	NULL	Yes	No	NULL	Yes
48	The Smoking Goat	3408 30th St,San Diego,CA,92104	French,American (New),Bars	$11-30	4.0	1369	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	No	Yes	Street	Yes	Yes	No	NULL	Yes
49	Pushkin Russian Restaurant	750 6th Ave,San Diego,CA,92101	Russian,Cocktail Bars,Venues & Event Spaces	$11-30	4.5	733	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 2:00 am	11:00 am - 2:00 am	10:00 am - 10:00 pm	Yes	Free	Yes	Garage, Street, Validated	Yes	Yes	No	No	Yes
50	City Tacos	3028 University Ave,San Diego,CA,92104	Tacos	Under $10	4.5	1884	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 1:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 10:00 pm	Yes	Free	No	Street	Yes	Yes	Yes	Yes	Yes
51	STACKED Food Well Built - San Diego	7007 Friars Rd,Ste 356,San Diego,CA,92108	Burgers,Pizza,American (Traditional)	$11-30	4.0	2336	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 10:00 pm	Yes	Free	No	Valet, Garage, Private Lot	NULL	Yes	No	No	Yes
52	Born & Raised	1909 India St,San Diego,CA,92101	Steakhouses,Beer, Wine & Spirits,Cocktail Bars	Above $61	4.0	1286	3:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	No	No	Yes	Street	NULL	Yes	No	No	Yes
53	Handoo Korean Bbq	4647 Convoy St,Ste 105,San Diego,CA,92111	Barbeque,Korean,Buffets	$11-30	4.0	182	12:00 pm - 1:00 am	12:00 pm - 1:00 am	12:00 pm - 1:00 am	12:00 pm - 1:00 am	12:00 pm - 1:00 am	12:00 pm - 1:00 am	12:00 pm - 1:00 am	No	Free	Yes	Street, Private Lot	NULL	Yes	No	NULL	No
54	Salud	2196 Logan Ave,San Diego,CA,92113	Mexican	Under $10	4.0	1529	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Street	Yes	Yes	Yes	No	Yes
55	Restaurante El Salvadoreño	2845 Imperial Ave,San Diego,CA,92102	Salvadoran	Under $10	4.0	717	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	Closed	8:00 am - 9:00 pm	No	No	No	Street, Private Lot	Yes	Yes	No	No	Yes
56	La Playa Taco Shop	3973 Mission Blvd,San Diego,CA,92109	Tacos	Under $10	4.5	1155	8:30 am - 8:00 pm	8:30 am - 8:00 pm	8:30 am - 8:00 pm	8:30 am - 8:00 pm	8:30 am - 8:00 pm	8:30 am - 8:00 pm	8:30 am - 7:30 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
57	Parq	615 Broadway,San Diego,CA,92101	American (New),Venues & Event Spaces	$11-30	4.0	339	Closed	Closed	Closed	Closed	6:30 pm - 2:00 am	6:30 pm - 2:00 am	Closed	No	Free	Yes	Valet, Garage, Street	NULL	Yes	No	No	Yes
58	Kous Kous Moroccan Bistro	3940 4th Ave,Ste 110,San Diego,CA,92103	Moroccan,Mediterranean,Cocktail Bars	$11-30	4.5	1538	Closed	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	Yes	Free	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
59	The Prado At Balboa Park	1549 El Prado,San Diego,CA,92101	American (New),Beer Bar	$11-30	4.0	2730	11:30 am - 5:30 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	No	Free	Yes	Valet, Street, Private Lot	Yes	Yes	No	No	No
60	Davanti Enoteca	1655 India St,San Diego,CA,92101	Italian	$11-30	4.0	2000	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 9:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
61	Las Cuatro Milpas	1857 Logan Ave,San Diego,CA,92113	Mexican,Breakfast & Brunch	Under $10	4.5	2064	8:30 am - 3:00 pm	8:30 am - 3:00 pm	8:30 am - 3:00 pm	8:30 am - 3:00 pm	8:30 am - 3:00 pm	6:30 am - 3:00 pm	Closed	No	No	No	Street, Private Lot	NULL	No	No	No	Yes
62	Rhythm's Chicken and Waffles	1136 Garnet Ave,San Diego,CA,92109	American (New)	Under $10	4.5	167	11:00 am - 9:00 pm	11:00 am - 2:00 am	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Street	NULL	Yes	Yes	Yes	Yes
63	Casa Guadalajara	4105 Taylor St,San Diego,CA,92110	Mexican	$11-30	3.5	2295	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	10:00 am - 10:00 pm	11:00 am - 9:00 pm	No	No	Yes	Private Lot	Yes	Yes	No	NULL	Yes
64	Bonchon - Convoy	4690 Convoy St,San Diego,CA,92111	Chicken Wings,Korean,Asian Fusion	$11-30	4.0	395	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	5:00 pm - 10:00 pm	No	No	Yes	Street, Private Lot	NULL	Yes	NULL	No	Yes
65	The Kebab Shop	630 9th Ave,San Diego,CA,92101	Mediterranean,Halal,Caterers	$11-30	4.5	1805	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm	Yes	No	No	Street	Yes	Yes	Yes	Yes	Yes
66	Curryosity	3023 Juniper St,San Diego,CA,92104	Indian	$11-30	4.5	182	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:30 pm	Yes	NULL	Yes	Street	NULL	Yes	NULL	NULL	Yes
67	Starlite	3175 India St,San Diego,CA,92103	Cocktail Bars,Gastropubs	$11-30	4.0	1903	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	4:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	No	Free	Yes	Street, Private Lot	NULL	Yes	No	No	No
68	Luca Restaurant	500 W Broadway,San Diego,CA,92101	American (New)	$11-30	4.0	101	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 9:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 9:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 9:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 9:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 10:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 10:00 pm	7:00 am - 10:00 am,11:00 am - 2:00 pm,5:00 pm - 9:00 pm	Yes	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
69	Hodad's	945 Broadway,San Diego,CA,92101	Burgers,American (Traditional)	$11-30	4.0	2421	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
