	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
10	JOEY DTLA	700 W 7th St,Ste S430,Los Angeles,CA,90017			4.5	833	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 12:00 am	No	Free	Yes	Street, Private Lot, Validated	NULL	Yes	No	NULL	Yes
11	Perch	448 S Hill St,Los Angeles,CA,90013	Lounges,French	$31-60	4.0	7730	4:00 pm - 1:00 am	4:00 pm - 1:00 am	4:00 pm - 1:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	10:00 am - 2:00 am	10:00 am - 1:00 am	No	No	Yes	Valet, Street	Yes	Yes	No	No	No
12	Bao Dim Sum House	8256 Beverly Blvd,Los Angeles,CA,90048	Dim Sum,Bars,Tapas/Small Plates	$11-30	4.0	2930	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	10:30 am - 9:30 pm	Yes	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
13	Republique	624 S La Brea Ave,Los Angeles,CA,90036	French,Breakfast & Brunch,Cocktail Bars	$11-30	4.0	5445	8:00 am - 3:00 pm,5:30 pm - 10:00 pm	8:00 am - 3:00 pm,5:30 pm - 10:00 pm	8:00 am - 3:00 pm,5:30 pm - 10:00 pm	8:00 am - 3:00 pm,5:30 pm - 11:00 pm	8:00 am - 3:00 pm,5:30 pm - 11:00 pm	8:00 am - 3:00 pm,5:30 pm - 11:00 pm	8:00 am - 3:00 pm,5:30 pm - 10:00 pm	No	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
14	The Morrison	3179 Los Feliz Blvd,Los Angeles,CA,90039	Gastropubs,Burgers,Bars	$11-30	4.5	4305	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
15	Slurpin' Ramen Bar	3500 W 8th St,Los Angeles,CA,90005	Ramen,Noodles	$11-30	4.5	4446	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	No	Free	No	Valet, Garage	Yes	Yes	No	No	Yes
16	Hangari Bajirak Kalguksu	3470 W 6th St,Ste 9 & 10,Los Angeles,CA,90020	Korean,Soup,Noodles	$11-30	4.5	1644	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	No	No	No	Valet, Street	NULL	Yes	No	No	Yes
17	Cleo Hollywood	1717 Vine St,Los Angeles,CA,90028	Mediterranean,Venues & Event Spaces,Tapas/Small Plates	$31-60	4.0	1747	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm	No	No	Yes	Valet	NULL	Yes	No	No	Yes
18	Otium	222 S Hope St,Los Angeles,CA,90012	American (New)	$31-60	4.0	2023	Closed	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	Closed	No	Free	Yes	Valet, Garage, Street, Validated	Yes	Yes	No	No	Yes
19	Corn Man	2338 Workman St,Los Angeles,CA,90031	Food Stands,Mexican	Under $10	4.5	922	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Street	NULL	No	No	No	Yes
20	COD Restaurant	8408 W 3rd St,Los Angeles,CA,90048	Seafood,Live/Raw Food,Asian Fusion	$31-60	4.5	712	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 2:00 am	11:45 am - 2:00 am	11:45 am - 11:00 pm	Yes	Free	Yes	Street	NULL	Yes	No	NULL	Yes
21	Roscoe's House of Chicken & Waffles	1514 N Gower St,Los Angeles,CA,90028	Soul Food,Waffles,Chicken Wings	$11-30	4.0	3908	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 4:00 am	8:00 am - 4:00 am	8:00 am - 12:00 am	Yes	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
22	Ave 26 Taco Stand	W Ave 26 Humboldt St,Los Angeles,CA,90031	Food Stands,Tacos	Under $10	4.5	1440	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 12:00 am	No	No	No	Street, Private Lot	NULL	No	No	No	Yes
23	Met Her At A Bar	759 S La Brea Ave,Los Angeles,CA,90036	Cafes,Breakfast & Brunch,American (New)	$11-30	4.5	1350	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 5:00 pm	8:00 am - 5:00 pm	No	Free	No	Street	NULL	Yes	Yes	Yes	Yes
24	Monty's Good Burger	516 S Western Ave,Los Angeles,CA,90020	Burgers,Vegan	$11-30	4.5	1898	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 1:00 am	Closed		Closed	No	Free	No	Valet, Garage, Street	Yes	Yes	Yes	Yes	Yes
25	Sage Vegan Bistro - Echo Park	1700 Sunset Blvd,Los Angeles,CA,90026	Vegan,Brewpubs	$11-30	4.0	2264	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 1:00 am	8:00 am - 1:00 am	8:00 am - 12:00 am	Yes	Free	Yes	Street	Yes	Yes	No	No	Yes
26	Myungrang Hot Dog-California Market LA	450 S Western Ave,Ste 313,Los Angeles,CA,90020	Hot Dogs	Under $10	4.5	795	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	Paid	No	Garage, Street	Yes	Yes	No	No	Yes
27	Yup Dduk La	3603 W 6th St,Los Angeles,CA,90020	Korean	$11-30	4.5	1995	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	Free	No	Valet, Street	NULL	Yes	No	No	Yes
28	Majordomo	1725 Naud St,Los Angeles,CA,90012	American (New)	$31-60	4.0	984	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	11:30 am - 2:00 pm,5:30 pm - 11:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	No	No	Yes	Valet, Street	NULL	Yes	Yes	NULL	No
29	BROKEN MOUTH | Lee's Homestyle	231 E 9th St,Los Angeles,CA,90015	Asian Fusion,Hawaiian,Korean	$11-30	5.0	806	Closed	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	Yes	No	No	Street	Yes	Yes	Yes	Yes	Yes
30	The Park's Finest	1267 W Temple St,Los Angeles,CA,90026	Barbeque,Filipino,American (New)	$11-30	4.0	2066	5:00 pm - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
31	Sun Nong Dan	3470 W 6th St,Ste 7,Los Angeles,CA,90020	Korean,Soup	$11-30	4.0	1592	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	No	No	No	Garage	NULL	Yes	No	Yes	Yes
32	Han Bat Sul Lung Tang	4163 W 5th St,Los Angeles,CA,90020	Korean,Comfort Food,Soup	$11-30	4.5	2222	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
33	Bowery Bungalow	4156 Santa Monica Blvd,Los Angeles,CA,90029	Lebanese,Mediterranean	$11-30	4.5	466	Closed	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 12:00 am	11:00 am - 3:00 pm,6:00 pm - 12:00 am	11:00 am - 3:00 pm,6:00 pm - 11:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
34	Mano Po	777 S Alameda St,Los Angeles,CA,90021			5.0	8	Closed	Closed	Closed	Closed	Closed	Closed	10:00 am - 4:00 pm	No	No	NULL	NULL	NULL	Yes	NULL	NULL	Yes
35	dot dot dot wheel cake	123 Astronaut Ellison S Onizuka St,Ste 108-A,Los Angeles,CA,90012	Desserts,Taiwanese	Under $10	4.5	70	Closed	11:30 am - 6:00 pm	11:30 am - 6:00 pm	11:30 am - 6:00 pm	11:30 am - 7:00 pm	12:00 pm - 7:00 pm	12:00 pm - 6:00 pm	No	No	NULL	Valet, Garage, Street, Private Lot	NULL	Yes	Yes	NULL	Yes
36	Park's BBQ	955 S Vermont Ave,Los Angeles,CA,90006	Barbeque,Korean	$31-60	4.0	1714	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm	No	Free	Yes	Valet	NULL	Yes	No	No	Yes
37	Spare Tire Kitchen & Tavern	5370 Wilshire Blvd,Los Angeles,CA,90036	Gastropubs,American (Traditional),Breakfast & Brunch	$11-30	4.0	1141	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 1:00 am	No	Free	Yes	Valet, Street, Private Lot	Yes	Yes	No	No	Yes
38	Sweet Chick	448 N Fairfax Ave,Los Angeles,CA,90036	Southern,American (New),Breakfast & Brunch	$11-30	4.0	1096	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 12:00 am	Yes	No	Yes	Valet, Street	NULL	Yes	No	NULL	Yes
39	India's Restaurant	4366 Fountain Ave,Los Angeles,CA,90029	Indian,Halal,Buffets	$11-30	4.5	2575	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	Yes	Free	Yes	Street, Private Lot	Yes	Yes	No	Yes	Yes
40	Sonoratown	208 E 8th St,Los Angeles,CA,90014	Tacos	Under $10	4.5	1008	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Street	NULL	Yes	Yes	No	Yes
41	The Cheesecake Factory	189 The Grove Dr,Los Angeles,CA,90036	Desserts,American (Traditional)	$11-30	3.0	1471	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:30 am	10:00 am - 12:30 am	10:00 am - 11:00 pm	Yes	No	Yes	Garage	Yes	Yes	No	No	Yes
42	Yuko Kitchen	5484 Wilshire Blvd,Los Angeles,CA,90036	Japanese	$11-30	4.5	1550	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Closed	No	No	No	Street, Private Lot	Yes	Yes	No	NULL	Yes
43	Stout Burgers & Beers	1544 N Cahuenga Blvd,Los Angeles,CA,90028	Burgers,Gastropubs,American (Traditional)	$11-30	4.0	2077	11:30 am - 4:00 am	11:30 am - 4:00 am	11:30 am - 4:00 am	11:30 am - 4:00 am	11:30 am - 4:00 am	11:30 am - 4:00 am	11:30 am - 4:00 am	Yes	Free	No	Street	NULL	Yes	No	Yes	Yes
44	いざかや おせん- IZAKAYA OSEN	2903 Sunset Blvd,Los Angeles,CA,90026	Sushi Bars,Izakaya,Seafood	$11-30	4.5	760	12:30 pm - 11:00 pm	12:30 pm - 11:00 pm	12:30 pm - 11:00 pm	12:30 pm - 11:00 pm	12:30 pm - 12:00 am	12:30 pm - 12:00 am	12:30 pm - 10:00 pm	No	Free	Yes	Valet, Street	Yes	Yes	No	NULL	Yes
45	Guisados DTLA	541 S Spring St,Ste 101,Los Angeles,CA,90013	Mexican	Under $10	4.5	1793	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 1:30 am	9:00 am - 1:30 am	9:00 am - 9:00 pm	Yes	No	No	Garage, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
46	KazuNori  | The Original Hand Roll Bar	421 S Main St,Los Angeles,CA,90013	Sushi Bars,Japanese	$11-30	4.5	2736	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	12:00 pm - 10:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
47	Guelaguetza Restaurante	3014 W Olympic Blvd,Los Angeles,CA,90006	Mexican	$11-30	4.0	2256	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 10:00 pm	Yes	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
48	Gus's World Famous Fried Chicken	1262 Crenshaw Blvd,Los Angeles,CA,90019	Southern,Chicken Shop,Comfort Food	$11-30	4.0	1413	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
49	Langer's Delicatessen	704 S Alvarado St,Los Angeles,CA,90057	Delis,Sandwiches	$11-30	4.5	3705	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	Closed	Yes	No	No	Street, Private Lot, Validated	NULL	Yes	No	No	Yes
50	The Bun Shop	151 N Western Ave,Los Angeles,CA,90004	Korean,Asian Fusion	Under $10	4.0	1538	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 10:00 pm	Yes	Free	No	Street	NULL	Yes	Yes	No	Yes
51	Philippe the Original	1001 N Alameda St,Los Angeles,CA,90012	Sandwiches,Breakfast & Brunch,American (Traditional)	Under $10	4.0	6143	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
52	Benny's Tacos & Chicken Rotisserie	7101 W Manchester Ave,Los Angeles,CA,90045	Mexican,Tex-Mex	Under $10	4.5	2107	8:30 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 10:00 pm	Yes	No	No	Private Lot	NULL	Yes	No	No	Yes
53	Crossroads	8284 Melrose Ave,Los Angeles,CA,90046	Vegan,Mediterranean,Breakfast & Brunch	$31-60	4.0	2120	11:00 am - 2:30 pm,5:00 pm - 11:00 pm	11:00 am - 2:30 pm,5:00 pm - 11:00 pm	11:00 am - 2:30 pm,5:00 pm - 11:00 pm	11:00 am - 2:30 pm,5:00 pm - 11:00 pm	11:00 am - 2:30 pm,5:00 pm - 12:00 am	10:00 am - 2:00 pm,5:00 pm - 12:00 am	10:00 am - 2:00 pm,5:00 pm - 11:00 pm	Yes	No	Yes	Valet, Street	Yes	Yes	No	No	Yes
54	Mario's Peruvian & Seafood	5786 Melrose Ave,Los Angeles,CA,90038	Seafood,Peruvian	$11-30	4.0	2310	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 8:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
55	Eggslut	317 S Broadway,Grand Central Market,Los Angeles,CA,90013	Breakfast & Brunch,Sandwiches	Under $10	4.0	5729	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	No	No	No	Garage, Street	NULL	Yes	No	No	Yes
56	Kusina Filipina	4157 Eagle Rock Blvd,Ste 1,Los Angeles,CA,90065	Filipino,Seafood,Caterers	$11-30	4.0	286	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 8:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	No	Yes
57	La Cevicheria	3809 W Pico Blvd,Los Angeles,CA,90019	Seafood	$11-30	4.5	861	Closed	Closed	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 8:00 pm	No	No	No	Street	NULL	No	No	No	Yes
58	Yardbird Southern Table & Bar	8500 Beverly Blvd,Ste 112,Los Angeles,CA,90048	Southern,American (New)	$31-60	4.5	1102	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm	No	Free	Yes	Valet, Garage	NULL	Yes	No	No	Yes
59	La Pergoletta on Sunset	2827 W Sunset Blvd,Los Angeles,CA,90026	Italian	$11-30	4.5	104	12:00 pm - 3:00 pm,5:30 pm - 10:30 pm	12:00 pm - 3:00 pm,5:30 pm - 10:30 pm	12:00 pm - 3:00 pm,5:30 pm - 10:30 pm	12:00 pm - 3:00 pm,5:30 pm - 10:30 pm	12:00 pm - 3:00 pm,5:30 pm - 11:00 pm	5:00 pm - 11:00 pm	12:00 pm - 10:30 pm	No	Free	Yes	Private Lot	Yes	Yes	Yes	No	Yes
60	Fat Sal's Deli - Hollywood	1300 N Highland Ave,Los Angeles,CA,90028	Sandwiches,Burgers	$11-30	4.0	2073	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 2:00 am	Yes	No	No	Garage, Street, Private Lot	NULL	Yes	Yes	Yes	Yes
61	Tacos 1986	609 S Spring St,Los Angeles,CA,90014	Tacos,Food Stands	Under $10	4.0	399	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 12:00 am	No	No	No	Street	Yes	Yes	Yes	Yes	Yes
62	Guisados	1261 W Sunset Blvd,Los Angeles,CA,90026	Mexican	Under $10	4.5	2062	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 8:00 pm	Yes	No	No	Garage, Street, Private Lot	NULL	Yes	No	No	Yes
63	Messob Ethiopian Restaurant	1041 S Fairfax Ave,Los Angeles,CA,90019	Ethiopian,Vegan	$11-30	4.0	822	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm	No	Free	Yes	Valet, Garage, Street	NULL	Yes	No	No	Yes
64	Crispy School	526 S Occidental Blvd,Los Angeles,CA,90057	Burgers,American (New)	$11-30	5.0	238	Closed	Closed	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	No	Free	No	Street, Private Lot	NULL	Yes	Yes	Yes	Yes
65	Tatsu Ramen	2123 Sawtelle Blvd,Los Angeles,CA,90025	Ramen	$11-30	4.0	3211	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 3:00 am	11:00 am - 2:00 am	No	No	No	Valet, Street, Private Lot	Yes	Yes	No	No	Yes
66	Papa Cristo's	2771 W Pico Blvd,Los Angeles,CA,90006	Greek,Mediterranean	$11-30	4.5	1889	Closed	9:30 am - 3:00 pm	9:30 am - 8:00 pm	9:30 am - 8:00 pm	9:30 am - 8:00 pm	9:30 am - 8:00 pm	9:00 am - 4:00 pm	Yes	No	Yes	Valet, Street, Private Lot	Yes	Yes	No	No	Yes
67	Bäco Mercat	408 S Main St,Los Angeles,CA,90013	Mediterranean,Sandwiches,African	$11-30	4.0	2578	11:30 am - 2:30 pm,5:30 pm - 11:00 pm	11:30 am - 2:30 pm,5:30 pm - 11:00 pm	11:30 am - 2:30 pm,5:30 pm - 11:00 pm	11:30 am - 2:30 pm,5:30 pm - 11:00 pm	11:30 am - 3:00 pm,5:30 pm - 12:00 am	11:30 am - 3:00 pm,5:30 pm - 12:00 am	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	Yes	No	Yes	Street	NULL	Yes	No	Yes	Yes
68	Oh My Crab	3000 W 6th St,Los Angeles,CA,90020	Seafood,Cajun/Creole	$11-30	4.0	103	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	Yes	Free	Yes	Valet, Private Lot	NULL	Yes	Yes	Yes	Yes
69	BCD Tofu House	3575 Wilshire Blvd,Los Angeles,CA,90010	Korean	$11-30	4.0	4261	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	No	No	No	Private Lot	Yes	Yes	No	No	Yes
