	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
23	Garrison's Seafood Express	6509 Panama Ln,Ste 102,Bakersfield,CA,93313	Seafood,Fish & Chips,Cajun/Creole	$11-30	4.0	114	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	4:00 pm - 8:00 pm	No	No	Yes	Private Lot	NULL	Yes	Yes	NULL	Yes
24	Chef's Choice Noodle Bar	1534 19th St,Ste 100,Bakersfield,CA,93301	Thai,Asian Fusion,Noodles	$11-30	4.0	538	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 9:45 pm	11:30 am - 9:45 pm	Closed	Yes	Free	Yes	Garage, Street	Yes	Yes	No	NULL	Yes
25	Cope's Knotty Pine Cafe	1530 Norris Rd,Bakersfield,CA,93308	Breakfast & Brunch,Cafes,Diners	$11-30	4.5	674	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	6:00 am - 2:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
26	BJ's Restaurant & Brewhouse	10750 Stockdale Hwy,Bakersfield,CA,93311	American (New),Breweries	$11-30	3.0	525	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 1:00 am	10:00 am - 1:00 am	10:00 am - 12:00 am	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	No	Yes
27	Woolworth Diner	1400 19th St,Bakersfield,CA,93301	American (Traditional)	Under $10	4.5	242	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm	12:00 pm - 4:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
28	Rolls And Grill	3803 Ming Ave,Bakersfield,CA,93309	Vietnamese,Poke,Asian Fusion	$11-30	4.5	289	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	No	No	No	Street	NULL	Yes	Yes	No	Yes
29	Camino Real Kitchen & Tequila	4501 Stine Rd,Bakersfield,CA,93313	Mexican,American (New)	$11-30	4.0	933	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	Yes	Free	No	Street, Private Lot	Yes	Yes	No	No	Yes
30	Uricchio's Trattoria	1400 17th St,Bakersfield,CA,93301	Italian,Salad,Seafood	$11-30	4.0	369	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	Free	Yes	Street	NULL	Yes	No	NULL	Yes
31	Siam Iyara	6401 White Ln,Ste 101,Bakersfield,CA,93309	Thai,Asian Fusion	$11-30	4.5	65	Closed	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
32	Jasmine & The New Taste	1823 Chester Ave,Bakersfield,CA,93301	Thai,Vietnamese	$11-30	4.0	296	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Closed	Yes	Free	Yes	Street	NULL	Yes	No	NULL	Yes
33	Smitten	1407 Buena Vista Rd,Bakersfield,CA,93311	Breakfast & Brunch,Cafes,Coffee & Tea	$11-30	3.5	59	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 5:00 pm	No	Free	No	Private Lot	Yes	Yes	Yes	NULL	Yes
34	Burgerim	600 Coffee Rd,Ste U,Bakersfield,CA,93309			4.5	16								Yes	Free	No	Private Lot	NULL	Yes	NULL	NULL	Yes
35	Ike's Sandwiches	2701 Ming Ave,Ste F4,Bakersfield,CA,93304	Sandwiches,Gluten-Free	$11-30	5.0	60	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 7:00 pm	Yes	No	No	Garage, Private Lot	Yes	Yes	No	Yes	Yes
36	Benji's French Basque Restaurant	4001 Rosedale Hwy,Bakersfield,CA,93308	Basque,French	$11-30	3.5	240	Closed	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	NULL	NULL	Yes
37	Lucille's Smokehouse Bar-B-Que	2701 Ming Ave,Ste 260,Bakersfield,CA,93304	Barbeque,Smokehouse,Southern	$11-30	4.0	384	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	No	No	Yes	Private Lot	Yes	Yes	No	Yes	Yes
38	Rockin Crawfish	9000 Ming Ave,Ste J3,Bakersfield,CA,93311	Cajun/Creole	$11-30	3.5	207	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	11:00 am - 8:00 pm	No	Free	Yes	NULL	NULL	Yes	Yes	No	Yes
39	Coconut Joe's	4158 California Ave,Bakersfield,CA,93309	Hawaiian,Fish & Chips,Seafood	$11-30	4.0	250	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 8:30 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
40	Saigon Restaurant	3113 Chester Ln,Bakersfield,CA,93304	Vietnamese	$11-30	4.0	191	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
41	Eat & Eat Asian Cuisine	1530 California Ave,Bakersfield,CA,93304			4.5	21	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	11:00 am - 9:00 pm	No	Free	No	Private Lot	Yes	Yes	Yes	Yes	Yes
42	Captain G's Soul Food Kitchen	1201 Chester Ave,Bakersfield,CA,93301	Soul Food	$11-30	3.5	6	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 7:00 pm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Yes
43	Javi's Supertortas	3508 Stine Rd,Bakersfield,CA,93309	Mexican	Under $10	4.5	82	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 8:00 pm	No	Paid	No	Street	NULL	Yes	No	NULL	Yes
44	Ono Hawaiian BBQ	2665 Calloway Dr,Ste 208,Bakersfield,CA,93312	Hawaiian,Barbeque,Seafood	$11-30	4.0	115	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
45	Cafe Smitten	909 18th St,Bakersfield,CA,93301	Coffee & Tea,Breakfast & Brunch,Tapas/Small Plates	$11-30	4.5	657	6:30 am - 7:00 pm	6:30 am - 7:00 pm	6:30 am - 7:00 pm	6:30 am - 7:00 pm	6:30 am - 9:00 pm	8:00 am - 5:00 pm	8:00 am - 5:00 pm	No	Free	Yes	Street, Private Lot	Yes	Yes	No	No	Yes
46	Ono Hawaiian BBQ	2630 Mount Vernon Ave,Ste 300,Bakersfield,CA,93306	Hawaiian,Barbeque	$11-30	4.0	121	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	No	No	No	Street	NULL	Yes	NULL	NULL	Yes
47	Brazil Hot Dogs	Bakersfield,CA,93309	Street Vendors,Brazilian,Hot Dogs	Under $10	5.0	13								No	No	No	Private Lot	NULL	Yes	NULL	NULL	Yes
48	Haveli Indian Grill	3300 Buena Vista Rd,Ste D4,Bakersfield,CA,93311	Indian	$11-30	4.5	182	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:30 pm	Yes	Free	No	NULL	Yes	Yes	No	NULL	Yes
49	Salad Sensations	2681 Calloway Dr,Ste 306,Bakersfield,CA,93312			5.0	93	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 8:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	Yes	NULL	No	NULL	NULL	Yes	NULL	NULL	No
50	Grandma's Tamales	201 E California Ave,Bakersfield,CA,93307	Mexican	Under $10	4.5	109	Closed	8:00 am - 6:00 pm	8:00 am - 6:00 pm	8:00 am - 6:00 pm	8:00 am - 6:00 pm	7:00 am - 5:00 pm	6:00 am - 3:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
51	Taqueria El Paisita	2130 Virginia Ave,Bakersfield,CA,93307			5.0	9								NULL	NULL	No	Private Lot	NULL	No	NULL	NULL	Yes
52	Rancho Grande	6023 Coffee Rd,Ste 1,Bakersfield,CA,93308	Mexican	$11-30	4.0	121	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 9:00 pm	No	No	No	NULL	NULL	Yes	No	NULL	Yes
53	Hodel's Country Dining	5917 Knudsen Dr,Bakersfield,CA,93308	Breakfast & Brunch,Buffets	$11-30	4.0	342	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	7:00 am - 9:00 pm	No	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
54	Salty's BBQ & Catering	6801 White Ln,Bakersfield,CA,93309	Caterers,Barbeque	$11-30	4.0	277	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Yes	No	No	Private Lot	NULL	Yes	Yes	Yes	Yes
55	The Mark	1623 19th St,Bakersfield,CA,93301	American (New),Seafood,Steakhouses	$31-60	3.5	394	Closed	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	4:00 pm - 9:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	Closed	Yes	Free	Yes	Valet, Street	Yes	Yes	No	No	Yes
56	Zeppo's Pizza	9510 Hageman Rd,Ste A,Bakersfield,CA,93312			4.5	63	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	Free	NULL	NULL	NULL	Yes	NULL	NULL	Yes
57	Loncheria Otro Rollo	2525 White Ln,Bakersfield,CA,93304	Mexican,Street Vendors	Under $10	4.5	186	Closed	11:00 am - 7:30 pm	11:00 am - 7:30 pm	11:00 am - 7:30 pm	11:00 am - 7:30 pm	11:00 am - 7:30 pm	11:00 am - 5:00 pm	No	No	No	Street	NULL	Yes	Yes	No	Yes
58	Rosa's Traditional Peruvian Food	3220 Stine Rd,Ste A,Bakersfield,CA,93309	Peruvian	$11-30	3.5	29	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	10:00 am - 7:00 pm	8:00 am - 7:00 pm	8:00 am - 7:00 pm	No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
59	Noriega Hotel	525 Sumner St,Bakersfield,CA,93305	Spanish,Basque,Dive Bars	$11-30	4.5	167	Closed	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	No
60	Café 1600	1600 E Belle Ter,Bakersfield,CA,93307	Cooking Schools,Cafes,Educational Services	Under $10	5.0	28	Closed	11:00 am - 1:30 pm	11:00 am - 1:30 pm	11:00 am - 1:30 pm	11:00 am - 1:30 pm	Closed	Closed	No	Free	No	Private Lot	NULL	Yes	No	NULL	Yes
61	Soy & Spice Cafe	4725 Panama Ln,Ste D13,Bakersfield,CA,93313	Vietnamese,Thai,Chinese	Under $10	4.0	307	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
62	Belvedere Room	1702 18th St,Bakersfield,CA,93301	American (New),Breakfast & Brunch,Steakhouses	$31-60	4.0	193	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	9:00 am - 2:00 pm,5:00 pm - 9:00 pm	No	No	Yes	Valet	NULL	Yes	No	NULL	No
63	Goose Loonies Tavern & Grill	3320 Truxtun Ave,Ste 150,Bakersfield,CA,93301	Sports Bars,Greek,Burgers	$11-30	3.5	277	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 9:00 pm	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
64	In-N-Out Burger	5100 Stockdale Hwy,Bakersfield,CA,93309	Burgers,Fast Food	Under $10	4.0	220	10:30 am - 1:00 am	10:30 am - 1:00 am	10:30 am - 1:00 am	10:30 am - 1:00 am	10:30 am - 1:30 am	10:30 am - 1:30 am	10:30 am - 1:00 am	No	No	No	Private Lot	NULL	Yes	No	No	Yes
65	Pita House	3825 Ming Ave,Ste B,Bakersfield,CA,93309	Mediterranean	$11-30	4.0	271	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	Yes	NULL	NULL	Yes	No	NULL	Yes
66	The Habit Burger Grill	3900 California Ave,Bakersfield,CA,93309	Burgers,Sandwiches	Under $10	3.5	230	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 10:00 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
67	Pho 88	3615 Coffee Rd,Ste 300,Bakersfield,CA,93308	Vietnamese	$11-30	3.0	229	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	Yes	No	Yes
68	Petroleum Club of Bakersfield	5060 California Ave,Fl 12,Bakersfield,CA,93309	American (New),Venues & Event Spaces,Caterers	$31-60	4.0	43	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	4:30 pm - 8:30 pm	Closed	No	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
69	Sizzler	900 Real Rd,Bakersfield,CA,93309	Seafood,Steakhouses,American (Traditional)	$11-30	3.5	145	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
70	Lino's Mexican Cuisine	2911 Taft Hwy,Bakersfield,CA,93313	Mexican	$11-30	4.5	224	10:00 am - 8:00 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 9:00 pm	9:00 am - 9:00 pm	8:00 am - 8:00 pm	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
71	By The Way Cafe	5700 Gasoline Alley Dr,Bakersfield,CA,93313	Cafes	Under $10	4.0	62	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	7:00 am - 3:00 pm	8:00 am - 3:00 pm	Closed	Yes	Free	No	NULL	NULL	Yes	Yes	NULL	Yes
72	Kamisama Ramen	9821 Olive Dr,Bakersfield,CA,93312	Ramen	$11-30	3.5	43	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	NULL	NULL	NULL	Street	NULL	Yes	NULL	NULL	Yes
73	Bento Express	1652 Oak St,Bakersfield,CA,93301	Sushi Bars,Japanese	$11-30	4.0	162								No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
74	Yoshinoya	3901 Niles St,Bakersfield,CA,93306	Japanese	Under $10	3.5	9	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 11:00 pm	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
