	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
10	Mil Jugos	320 W 5th St,Santa Ana,CA,92701	Venezuelan,Empanadas	$11-30	4.5	1153	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	10:00 am - 5:00 pm	Closed	No	No	No	Street	Yes	Yes	No	Yes	Yes
11	Taqueria El Zamorano	925 W Warner Ave,Santa Ana,CA,92707	Breakfast & Brunch,Tacos	Under $10	4.5	1234	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	7:00 am - 9:00 pm	Closed	Yes	No	No	Street, Private Lot	NULL	Yes	Yes	Yes	Yes
12	Uncle Fung Artisan Noodle	1702 N Bristol St,Ste B,Santa Ana,CA,92706	Indonesian,Malaysian,Singaporean	$11-30	4.0	91	11:30 am - 9:00 pm	Closed	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
13	Silva's Fresh Eatery + Churrascaria	3672 S Bristol St,Santa Ana,CA,92704	Brazilian,Bars,Steakhouses	$11-30	4.5	655	Closed	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 9:00 pm	No	Free	Yes	NULL	Yes	Yes	No	No	Yes
14	Bangkok Kitchen	136 W MacArthur Blvd,Santa Ana,CA,92707	Thai	$11-30	4.5	125	Closed	11:00 am - 2:30 pm,5:00 pm - 9:30 pm	11:00 am - 2:30 pm,5:00 pm - 9:30 pm	11:00 am - 2:30 pm,5:00 pm - 9:30 pm	11:00 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	Yes	No	No	Private Lot	Yes	Yes	Yes	NULL	Yes
15	OmG Omakase by Gino	304 N Main St,Santa Ana,CA,92701	Sushi Bars	Above $61	5.0	140	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed	No	No	Yes	Garage, Street	NULL	Yes	No	NULL	No
16	Din Tai Fung	3333 Bristol St,Costa Mesa,CA,92626	Taiwanese	$11-30	4.0	4887	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	10:00 am - 9:30 pm	10:00 am - 9:00 pm	No	No	Yes	Garage, Private Lot	Yes	Yes	No	No	Yes
17	Ramen Tokudai	515 N Main St,Unit B,Santa Ana,CA,92701	Ramen	$11-30	4.5	134	Closed	11:30 am - 8:30 pm	11:30 am - 8:30 pm	11:30 am - 8:30 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	12:00 pm - 7:30 pm	No	No	No	Street	NULL	Yes	No	NULL	Yes
18	Inka Mama's	3930 S Bristol St,Ste 107,Santa Ana,CA,92704	Peruvian,Seafood	$11-30	4.0	561	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
19	Tacos Manuel	1638 E 17th St,Santa Ana,CA,92705	Mexican,Food Stands	Under $10	4.5	470	Closed	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
20	Noodle Place	2321 E 4th St,Santa Ana,CA,92705	Chinese,Noodles	Under $10	4.5	257	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	Closed	No	No	No	NULL	NULL	Yes	No	No	Yes
21	Chapter One: the modern local	227 N Broadway,Santa Ana,CA,92701	Bars,Breakfast & Brunch,Tapas/Small Plates	$11-30	3.5	2339	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 12:00 am	No	Free	Yes	Garage, Street, Private Lot	Yes	Yes	No	No	Yes
22	The Sandwich Society	2031 E First St,Ste A3,Santa Ana,CA,92705	Sandwiches,Coffee & Tea,Breakfast & Brunch	$11-30	4.5	1064	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	9:00 am - 3:00 pm	Closed	Yes	No	No	Street, Private Lot	NULL	Yes	Yes	Yes	Yes
23	Panini Kabob Grill	2810 Main St,Main Place Mall,Santa Ana,CA,92705	Mediterranean,Breakfast & Brunch	$11-30	4.5	1047	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	10:00 am - 8:30 pm	Yes	No	No	Garage	Yes	Yes	No	No	Yes
24	Antonello Ristorante	3800 S Plaza Dr,Santa Ana,CA,92704	Italian	$31-60	4.5	527	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	5:00 pm - 10:00 pm	Closed	No	Free	Yes	Valet, Private Lot	NULL	Yes	No	No	Yes
25	Taqueria Tapatia	202 S Bristol St,Santa Ana,CA,92703	Mexican	Under $10	4.0	467	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 4:00 am	8:00 am - 4:00 am	8:00 am - 3:00 am	No	No	No	Private Lot	NULL	No	No	No	Yes
26	Baja Fish Tacos	3664 S Bristol St,Santa Ana,CA,92704	Seafood,Tacos	Under $10	4.0	1471	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	No	Free	No	Private Lot	Yes	Yes	Yes	No	Yes
27	Trieu Chau Restaurant	4401 W 1st St,Santa Ana,CA,92703	Chinese,Cambodian	Under $10	4.0	952	7:00 am - 5:00 pm	7:00 am - 5:00 pm	7:00 am - 5:00 pm	7:00 am - 5:00 pm	7:00 am - 5:00 pm	7:00 am - 5:00 pm	7:00 am - 5:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	Yes	Yes
28	Aloha Hawaiian BBQ	3814 S Bristol St,Ste B,Santa Ana,CA,92704	Barbeque,Hawaiian	Under $10	4.0	413	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
29	Popeyes Louisiana Kitchen	1244 17th St,Santa Ana,CA,92701	Fast Food,Chicken Wings	Under $10	3.5	310	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
30	Pueblo	3321 Hyland Ave,Ste D,Costa Mesa,CA,92626	Tapas/Small Plates,Spanish,Bars	$11-30	4.5	1532	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 9:00 pm	No	Free	Yes	Private Lot	NULL	Yes	Yes	No	Yes
31	Kaisen Sushi Bar	3855 S Bristol St,Santa Ana,CA,92704	Conveyor Belt Sushi	$11-30	3.5	1521	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
32	Tandoori India Cuisine	3940 S Bristol St,Ste 110A,Santa Ana,CA,92704	Indian	$11-30	4.0	555	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
33	The Ranch Restaurant	1025 E Ball Rd,Anaheim,CA,92805	American (New),Steakhouses,Venues & Event Spaces	$31-60	4.5	2463	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	No	Free	Yes	Valet, Private Lot	NULL	Yes	No	No	No
34	Cajun Crawfish	715 N Harbor Blvd,Ste 106,Santa Ana,CA,92703	Seafood,Cajun/Creole	$11-30	5.0	50	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	Yes	Free	Yes	NULL	NULL	Yes	No	NULL	Yes
35	Pickle Banh Mi Co	16086 Harbor Blvd,Fountain Valley,CA,92708			5.0	5	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	8:00 am - 5:00 pm	8:00 am - 5:00 pm	NULL	Free	No	Private Lot	Yes	Yes	No	NULL	Yes
36	Taqueria Zamora	3121 S Main St,Santa Ana,CA,92707	Mexican	Under $10	4.0	551	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	6:00 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
37	DonerG Turkish & Mediterranean Grill - Santa Ana	121 E Memory Ln,Ste D-3,Santa Ana,CA,92705	Mediterranean,Turkish,Halal	Under $10	4.0	377	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Closed	Closed	No	No	Yes	Valet, Garage, Street, Private Lot, Validated	NULL	No	No	Yes	No
38	Buffalo Wild Wings	3811 S Bristol St,Santa Ana,CA,92704	Chicken Wings,Sports Bars,American (Traditional)	$11-30	2.0	638	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 12:00 am	Yes	Free	No	Private Lot	Yes	Yes	No	NULL	Yes
39	Nguyen's Kitchen	445 S Main St,Ste B,Orange,CA,92868	Vietnamese,American (New),Asian Fusion	Under $10	4.0	1537	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	9:00 am - 2:30 am	10:00 am - 2:30 am	10:00 am - 2:30 am	Yes	Free	No	Private Lot	NULL	Yes	Yes	No	Yes
40	Niki's Indian Food	2031 E 1st St,Ste A3,Santa Ana,CA,92705	Indian,Pakistani,Halal	Under $10	4.5	401	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	Yes	No	No	Private Lot	NULL	Yes	No	No	Yes
41	Aloha Hawaiian BBQ	2729 N Bristol St,Ste B1,Santa Ana,CA,92706	Barbeque,Hawaiian	Under $10	3.5	331	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
42	Tacos El Gringo	119 E Bush St,Santa Ana,CA,92701			5.0	42	Closed	Closed	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	9:00 am - 11:00 pm	Closed	Closed	No	No	NULL	Street, Private Lot	NULL	Yes	No	NULL	Yes
43	The SmoKING Ribs	14211 N Euclid St,Ste D,Garden Grove,CA,92843	Caterers,Barbeque	$11-30	4.5	1623	11:30 am - 8:45 pm	Closed	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	11:30 am - 8:45 pm	No	Free	No	Street, Private Lot	NULL	Yes	No	No	Yes
44	El Carbonero Restaurant	803 S Main St,Santa Ana,CA,92701	Salvadoran	Under $10	2.5	168								No	No	No	Private Lot	NULL	No	No	NULL	Yes
45	AYCE Sushi SCM	3392 S Bristol St,Santa Ana,CA,92704	Japanese,Sushi Bars	$11-30	4.0	203	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	No	No	Yes	Private Lot	Yes	Yes	No	No	Yes
46	Supernatural Sandwiches	201 E 4th St,Ste 136,Santa Ana,CA,92701	Seafood,Sandwiches	$11-30	4.0	105								Yes	Free	No	Garage, Street, Private Lot	Yes	Yes	Yes	Yes	Yes
47	Nate's Korner	3960 S Main St,Ste D,Santa Ana,CA,92707	Breakfast & Brunch,Burgers,Sandwiches	Under $10	4.0	2045	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	6:00 am - 3:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	No	Yes
48	El Indio Botanas y Cerveza	309 W 3rd St,Santa Ana,CA,92701	Bars,Mexican	Under $10	4.5	177	5:00 pm - 10:00 pm	11:00 am - 11:30 pm	11:00 am - 10:00 pm	11:00 am - 12:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	No	No	No	Garage, Street	NULL	Yes	No	NULL	Yes
49	Restaurante Las Cazuelas	312 N Bush St,Santa Ana,CA,92701	Mexican	$11-30	4.5	83	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	No	Free	Yes	Street	NULL	Yes	NULL	NULL	Yes
50	La Santa Bar	224 E 3rd St,Santa Ana,CA,92701	Bars,Tacos	$11-30	4.5	92	Closed	5:00 pm - 10:00 pm	4:00 pm - 12:00 am	4:00 pm - 12:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 10:00 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
51	Braizen Sexy Sandwiches	31 E Macarthur Cres,Ste 102,Santa Ana,CA,92707	Sandwiches,Salad,Burgers	$11-30	4.5	184	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	11:00 am - 8:45 pm	Closed	Yes	Free	No	Garage	NULL	Yes	No	No	Yes
52	La Xanh	5425 W 1st St,Santa Ana,CA,92703			5.0	35	9:00 am - 8:00 pm	9:00 am - 8:00 pm	Closed	9:00 am - 8:00 pm	9:00 am - 8:00 pm	9:00 am - 8:00 pm	9:00 am - 8:00 pm	No	Free	NULL	NULL	NULL	Yes	NULL	NULL	Yes
53	Benjies	1828 N Tustin Ave,Santa Ana,CA,92705	Delis	$11-30	4.0	655	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 8:00 pm	Yes	No	No	Private Lot	NULL	Yes	No	No	Yes
54	Gourmet Burger	2431 N Tustin Ave,Santa Ana,CA,92705	Burgers,Chicken Wings	Under $10	4.5	390	11:00 am - 9:45 pm	11:00 am - 9:45 pm	11:00 am - 9:45 pm	11:00 am - 9:45 pm	11:00 am - 10:45 pm	11:00 am - 10:45 pm	11:00 am - 8:45 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
55	Chop'd	31E MacArthur Crescent,Ste 101,Santa Ana,CA,92707	Salad,Juice Bars & Smoothies	$11-30	4.5	29	8:00 am - 5:00 pm	8:00 am - 5:00 pm	8:00 am - 5:00 pm	8:00 am - 5:00 pm	8:00 am - 3:00 pm	9:00 am - 3:00 pm	Closed	No	Free	NULL	Garage	NULL	Yes	Yes	NULL	Yes
56	Buqqa Mediterranean Grill	201 E 4th St,Unit 127,Santa Ana,CA,92701			4.5	104	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	Yes	Free	Yes	Private Lot	Yes	Yes	Yes	Yes	Yes
57	MrsBean Jianbing	2800 N Main St,Ste 1048,Santa Ana,CA,92705	Chinese,Ramen,Asian Fusion	Under $10	4.0	241	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:00 pm	Yes	Free	No	Garage	Yes	Yes	No	NULL	Yes
58	Do Lunch Deli	901 West Civic Center Dr,Ste 150 A,Santa Ana,CA,92703	Delis	$11-30	4.5	137	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	10:00 am - 6:00 pm	Closed	Closed	Yes	Free	No	Validated	NULL	Yes	Yes	Yes	Yes
59	El Cortijo Grill Peruvian Express	413 W 17th St,Ste 107,Santa Ana,CA,92706	Peruvian	$11-30	4.5	221	Closed	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 10:00 pm	11:00 am - 12:00 am	1:00 pm - 10:00 pm	11:00 am - 12:00 am	Yes	Free	Yes	Private Lot	NULL	Yes	Yes	Yes	Yes
60	Mariscos El Capitan	1106 S Bristol St,Santa Ana,CA,92704	Mexican	$11-30	3.0	73	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	No	Free	Yes	Private Lot	NULL	Yes	NULL	NULL	Yes
61	Tommy Pastrami New York Delicatessen	3751 S Harbor Blvd,Santa Ana,CA,92704	Delis,Sandwiches	$11-30	4.0	334	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	9:00 am - 5:00 pm	10:00 am - 4:00 pm	Closed	Yes	No	No	Private Lot	NULL	Yes	No	No	Yes
62	Oc & Lau Restaurant	10130 Garden Grove Blvd,Garden Grove,CA,92843	Vietnamese,Hot Pot	$11-30	4.0	1674	11:00 am - 11:00 pm	Closed	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
63	Original Mike's	100 S Main St,Santa Ana,CA,92701	American (Traditional),Bars,Venues & Event Spaces	$11-30	3.0	469	Closed	11:00 am - 2:00 am	11:00 am - 12:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	No	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
64	The Den Cafe - Santa Ana	125 N Broadway,Santa Ana,CA,92701	Breakfast & Brunch,American (New),Bars	$11-30	3.5	1026	9:00 am - 9:00 pm	9:00 am - 8:30 pm	9:00 am - 8:30 pm	9:00 am - 9:00 pm	9:00 am - 9:30 pm	9:00 am - 9:00 pm	9:00 am - 3:30 pm	Yes	Free	Yes	Garage, Street	Yes	Yes	No	Yes	Yes
65	Soltani Restaurant	610 E 1st St,Santa Ana,CA,92701	Persian/Iranian,Mediterranean,Halal	$11-30	4.5	218	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
66	Class 302	1945 E 17th St,Ste 105,Santa Ana,CA,92705	Taiwanese,Juice Bars & Smoothies,Coffee & Tea	Under $10	3.5	311	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	No	No	No	NULL	NULL	Yes	Yes	Yes	Yes
67	Black Bear Diner	3355 Bristol Ave,Santa Ana,CA,92704	Diners,Breakfast & Brunch,American (Traditional)	$11-30	3.5	472	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	6:00 am - 10:00 pm	No	Free	No	NULL	NULL	Yes	No	No	Yes
68	Golden Road Brewing	2210 E Orangewood Ave,Anaheim,CA,92806	American (New),Brewpubs	$11-30	4.0	1382	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 12:00 am	No	Free	No	Street, Private Lot	Yes	Yes	No	Yes	Yes
69	Exquisito	2509 W McFadden Ave,Santa Ana,CA,92704	Desserts,Ice Cream & Frozen Yogurt,Creperies	Under $10	4.0	158	10:00 am - 9:30 pm	10:00 am - 9:30 pm	10:00 am - 9:30 pm	10:00 am - 9:30 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	No	Free	No	NULL	NULL	Yes	No	No	Yes
70	Popeyes Louisiana Kitchen	3825 W 1st St,Santa Ana,CA,92703	Fast Food,Chicken Wings	Under $10	2.5	158	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	NULL	No	No	Private Lot	NULL	Yes	No	No	Yes
71	Yo! Sushi	2639 W Edinger Ave,Santa Ana,CA,92704	Sushi Bars	$11-30	4.0	262	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	12:00 pm - 9:00 pm	1:00 pm - 8:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
72	Hai Ky Mi Gia	4504 W 1st St,Santa Ana,CA,92703	Vietnamese	Under $10	4.0	78	9:00 am - 9:00 pm	Closed	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	Yes	Free	Yes	Private Lot	NULL	Yes	No	NULL	Yes
73	Taqueria Carniceria Tapatia	1118 W 1st St,Santa Ana,CA,92703	Mexican	Under $10	4.0	267	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	Open 24 hours	No	No	No	Private Lot	NULL	No	No	NULL	Yes
