	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
10	The Kickin' Crab	2675 Cropley Ave,San Jose,CA,95132	Seafood,Cajun/Creole	$11-30	3.5	1988	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	3:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	No	Yes
11	Must be Thai	3143 Stevens Creek Blvd,San Jose,CA,95117	Thai	$11-30	4.0	893	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	Yes	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
12	Paesano Ristorante Italiano	350 W Julian St,Ste 1,San Jose,CA,95110	Italian	$11-30	4.0	972	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 9:00 pm	11:00 am - 2:00 pm,5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	Free	Yes	Garage, Street, Private Lot	NULL	Yes	NULL	NULL	Yes
13	Sauced BBQ & Spirits - San Jose	3055 Olin Ave,Ste 1005,San Jose,CA,95128	Barbeque,Sports Bars,Burgers	$11-30	4.0	142	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 10:00 pm	No	NULL	Yes	Garage	NULL	Yes	No	NULL	No
14	Back A Yard	80 N Market St,San Jose,CA,95113	Caribbean,American (Traditional)	$11-30	4.0	1986	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 9:00 pm	12:00 pm - 9:00 pm	Closed	No	Free	No	Garage, Street, Validated	NULL	Yes	No	No	Yes
15	Danbi Korean Restaurant	1092 N 1st St,San Jose,CA,95112	Korean	$11-30	4.5	468	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	Yes	Street, Private Lot	Yes	Yes	Yes	No	Yes
16	Jackie's Place	655 N 6th St,San Jose,CA,95112	Soul Food,Barbeque	$11-30	4.5	414	Closed	Closed	Closed	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 6:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
17	Zazil Cocina Mexicana	377 Santana Row,Ste 1120,San Jose,CA,95128	Mexican	$11-30	3.0	58	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:30 am - 10:00 pm	Yes	Free	Yes	Garage	Yes	Yes	No	No	Yes
18	Vin Santo Ristorante	1346 Lincoln Ave,San Jose,CA,95125	Italian	$11-30	4.0	589	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 8:30 pm	No	No	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
19	The Cheesecake Factory	925 Blossom Hill Rd,San Jose,CA,95123	Desserts,American (Traditional)	$11-30	3.0	1366	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	Yes	NULL	Yes	Yes	No	No	Yes
20	The Happy Hooligans	1711 Branham Ln,Ste A9,San Jose,CA,95118	Vegan,Comfort Food	$11-30	4.0	1124	Closed	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	Yes	Free	Yes	Private Lot	Yes	Yes	Yes	No	Yes
21	Bun Bo Hue An Nam	740 Story Rd,Ste 3,San Jose,CA,95122	Vietnamese,Soup	$11-30	4.0	1810	9:00 am - 9:00 pm	Closed	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	No	Free	No	Private Lot	NULL	No	No	No	Yes
22	Porco Ramen	1710 Berryessa Rd,Ste 107,San Jose,CA,95133	Ramen	$11-30	4.0	496	11:30 am - 1:30 pm,5:30 pm - 8:30 pm	11:30 am - 1:30 pm,5:30 pm - 8:30 pm	11:30 am - 1:30 pm,5:30 pm - 8:30 pm	11:30 am - 1:30 pm,5:30 pm - 8:30 pm	11:30 am - 1:30 pm,5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	Closed	No	No	No	NULL	NULL	Yes	No	No	Yes
23	RAMEN OSAKA	4035 Evergreen Village,Ste 40,San Jose,CA,95135	Ramen	$11-30	4.0	87	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	No	Free	No	Street, Private Lot	Yes	Yes	Yes	Yes	Yes
24	Jubba Restaurant	5330 Terner Way,Ste 40,San Jose,CA,95136	Halal,Somali	$11-30	4.5	1087	11:30 am - 9:30 pm	11:30 am - 9:30 pm	Closed	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	No	Free	No	NULL	NULL	Yes	No	No	Yes
25	Zeni Ethiopian Restaurant	1320 Saratoga Ave,San Jose,CA,95129	Ethiopian	$11-30	4.0	1707	Closed	11:30 am - 6:00 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 9:30 pm	Yes	Free	Yes	Private Lot	Yes	Yes	No	No	Yes
26	Le Papillon	410 Saratoga Ave,San Jose,CA,95129	French	Above $61	4.0	990	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	No
27	HOM Korean Kitchen	76 E Santa Clara St,San Jose,CA,95113	Korean	Under $10	4.0	811	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 12:00 am	10:30 am - 2:30 am	10:30 am - 2:30 am	10:30 am - 10:00 pm	Yes	No	No	Validated	Yes	Yes	No	No	Yes
28	Kyusu Burmese Cuisine	1312 Saratoga Ave,San Jose,CA,95129	Burmese	$11-30	4.5	704	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	Closed	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	No	No	Yes	Private Lot	Yes	Yes	No	No	Yes
29	Cha Cha Sushi	547 W Capitol Expy,San Jose,CA,95136	Sushi Bars,Japanese	$11-30	4.0	3342	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	1:00 pm - 9:30 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
30	San Pedro Square Market	87 N San Pedro St,San Jose,CA,95110	Venues & Event Spaces,Music Venues,Food Court	$11-30	4.0	1138	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 12:30 am	Closed		No	Free	No	Garage, Street, Private Lot, Validated	NULL	Yes	Yes	Yes	Yes
31	Tai Kee Won Ton	2092 Concourse Dr,Ste 1,San Jose,CA,95131	Taiwanese	Under $10	4.0	281	10:30 am - 2:30 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	10:30 am - 2:30 pm,5:00 pm - 9:00 pm	No	No	No	Private Lot	NULL	Yes	No	No	Yes
32	Paper Plane	72 S 1st St,San Jose,CA,95113	Cocktail Bars,American (New)	$11-30	4.0	1323	4:30 pm - 12:00 am	4:30 pm - 12:00 am	4:30 pm - 2:00 am	4:30 pm - 2:00 am	4:30 pm - 2:00 am	4:30 pm - 2:00 am	4:30 pm - 12:00 am	No	No	No	Street, Validated	NULL	Yes	No	No	No
33	Fogo de Chao Brazilian Steakhouse	377 Santana Row,Ste 1090,San Jose,CA,95128	Brazilian,Steakhouses	$31-60	3.5	2117	11:30 am - 2:00 pm,4:30 pm - 10:00 pm	11:30 am - 2:00 pm,4:30 pm - 10:00 pm	11:30 am - 2:00 pm,4:30 pm - 10:00 pm	11:30 am - 2:00 pm,4:30 pm - 10:00 pm	11:30 am - 2:00 pm,4:30 pm - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 9:00 pm	No	No	Yes	Garage	NULL	Yes	Yes	No	No
34	Khaosan Thai	2062 Curtner Ave,San Jose,CA,95124	Thai	$11-30	4.0	410	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 9:00 pm	No	No	Yes	Street, Private Lot	Yes	Yes	Yes	Yes	Yes
35	Gen Korean BBQ House	1554 Saratoga Ave,San Jose,CA,95129	Korean,Barbeque	$11-30	4.0	606	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 11:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	No
36	Souvlaki's Greek Skewers	577 W Alma Ave,San Jose,CA,95125	Greek,Mediterranean	$11-30	4.5	928	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	Yes	No	No	Private Lot	Yes	Yes	Yes	No	Yes
37	El Chivos Tacos	1111 El Camino Real,Santa Clara,CA,95050			4.5	3								NULL	NULL	No	NULL	NULL	NULL	NULL	NULL	NULL
38	Menara Moroccan Restaurant	41 E Gish Rd,San Jose,CA,95112	Moroccan	$31-60	4.0	606	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	No	Free	Yes	Street, Private Lot	Yes	Yes	No	No	Yes
39	Naschmarkt Restaurant	384 E Campbell Ave,Campbell,CA,95008	Austrian,German,Modern European	$31-60	4.5	1111	Closed	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
40	ToBang	1052 Kiely Blvd,Santa Clara,CA,95051	Korean,Barbeque	$11-30	4.0	2025	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	4:30 pm - 10:30 pm	4:30 pm - 10:30 pm	No	No	Yes	Private Lot	NULL	Yes	No	No	Yes
41	TAOB Pit Stop	484 Blossom Hill Rd,San Jose,CA,95123	Barbeque,Latin American,American (Traditional)	$11-30	4.0	417	Closed	Closed	Closed	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	No	No	No	Private Lot	NULL	Yes	Yes	No	Yes
42	EMC Seafood & Raw Bar	378 Santana Row,Ste 1100,San Jose,CA,95128	Seafood,Bars	$31-60	3.5	938	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 10:00 pm	Yes	No	No	Garage, Street	NULL	Yes	No	No	Yes
43	The Farmers Union	151 W Santa Clara St,San Jose,CA,95113	American (Traditional),Gastropubs	$11-30	3.5	1017	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	Closed		No	Free	Yes	Street	NULL	Yes	No	No	Yes
44	Tasty Pot	1143 Story Rd,Ste 100,San Jose,CA,95122	Taiwanese,Bubble Tea,Hot Pot	$11-30	4.0	1056	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	Yes	Free	NULL	Private Lot	Yes	Yes	No	No	Yes
45	Vung Tau Restaurant	535 E Santa Clara St,San Jose,CA,95112	Vietnamese	$11-30	4.0	1454	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	No	No	Yes	Street, Private Lot	Yes	Yes	No	No	Yes
46	Elements Restaurant	6471-10 Almaden Expy,San Jose,CA,95120	Asian Fusion	$11-30	4.0	253	Closed	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	Closed	No	No	Yes	Private Lot	Yes	Yes	Yes	NULL	Yes
47	The Halal Guys	81 Curtner Ave,Ste 20,San Jose,CA,95125	Halal,Mediterranean,Middle Eastern	$11-30	3.5	1122	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	Yes	Free	No	Private Lot	NULL	Yes	No	No	Yes
48	Chef Liu Restaurant	1198 N Capitol Ave,San Jose,CA,95132	Barbeque	Under $10	3.0	236	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
49	Golden House Chinese Restaurant	7108 Santa Teresa Blvd,San Jose,CA,95139	Chinese	Under $10	4.0	507	Closed	11:00 am - 2:00 pm,4:30 pm - 8:00 pm	11:00 am - 2:00 pm,4:30 pm - 8:00 pm	11:00 am - 2:00 pm,4:30 pm - 8:00 pm	11:00 am - 2:00 pm,4:30 pm - 8:00 pm	12:00 pm - 8:30 pm	12:00 pm - 8:30 pm	No	Free	Yes	Private Lot	NULL	Yes	No	No	Yes
50	Sanraku	925 Blossom Hill Rd,Westfield Oakridge,San Jose,CA,95123	Sushi Bars,Japanese	$11-30	4.0	436	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 8:00 pm	No	No	Yes	Garage	NULL	Yes	No	No	Yes
51	ACHILLES	2521 Newhall St,Santa Clara,CA,95050	Mediterranean,Halal,Middle Eastern	Under $10	5.0	1346	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	No	Street, Private Lot	Yes	Yes	Yes	Yes	Yes
52	Gobi Mongolian Grill	1035 E Brokaw Rd,Ste 20,San Jose,CA,95131	Mongolian,Barbeque	$11-30	4.0	401	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	No	No	No	Private Lot	Yes	Yes	No	No	Yes
53	The Cheesecake Factory	3041 Stevens Creek Blvd,Santa Clara,CA,95050	Desserts,American (Traditional)	$11-30	3.0	2098	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	No	NULL	Yes	Yes	No	No	Yes
54	Nick's Next Door	11 College Ave,Los Gatos,CA,95030	American (New)	$31-60	4.5	1232	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Street, Private Lot	Yes	Yes	No	NULL	Yes
55	Hometown Noodle	3617 Union Ave,San Jose,CA,95124	Chinese,Noodles	$11-30	4.0	341	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	11:00 am - 2:30 pm,5:00 pm - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	No	NULL	Yes
56	Milohas	4662 Meridian Ave,San Jose,CA,95118	Bakeries,Colombian,Ice Cream & Frozen Yogurt	$11-30	4.5	641	Closed	7:30 am - 7:00 pm	7:30 am - 7:00 pm	7:30 am - 7:00 pm	7:30 am - 7:00 pm	8:30 am - 7:00 pm	8:30 am - 6:00 pm	Yes	No	No	Street, Private Lot	NULL	Yes	Yes	No	Yes
57	Mizu Sushi Bar & Grill	1035 S Winchester Blvd,San Jose,CA,95128	Sushi Bars	$11-30	4.0	2683	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 11:00 pm	11:30 am - 2:30 pm,5:00 pm - 11:00 pm	5:00 pm - 10:00 pm	No	No	Yes	Valet, Private Lot	NULL	Yes	No	No	Yes
58	Village California Bistro & Wine Bar	378 Santana Row,Ste 1035,San Jose,CA,95128	Bars,American (New),Seafood	$11-30	3.0	1471	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 10:00 pm	8:30 am - 10:00 pm	8:30 am - 9:00 pm	No	Free	Yes	Valet, Garage, Street	NULL	Yes	No	No	Yes
59	Underground Dining At Naglee Park	Naglee Park,San Jose,CA,95112	French,Supper Clubs	Above $61	5.0	9								No	No	No	Street	NULL	No	No	NULL	No
60	Orenchi Ramen	3540 Homestead Rd,Santa Clara,CA,95051	Ramen	$11-30	4.0	5488	11:30 am - 1:30 pm,6:00 pm - 9:00 pm	11:30 am - 1:30 pm,6:00 pm - 9:00 pm	11:30 am - 1:30 pm,6:00 pm - 9:00 pm	11:30 am - 1:30 pm,6:00 pm - 9:00 pm	11:30 am - 1:30 pm,5:30 pm - 9:30 pm	11:30 am - 1:30 pm,5:30 pm - 9:30 pm	11:30 am - 1:30 pm,5:00 pm - 9:00 pm	No	No	Yes	Private Lot	NULL	Yes	Yes	No	Yes
61	Tostadas	304 E Santa Clara St,Ste A,San Jose,CA,95112	Mexican,Breakfast & Brunch	$11-30	4.0	516	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 9:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 9:00 pm	No	Free	No	Street, Private Lot	NULL	Yes	NULL	NULL	Yes
62	Real Kabob Persian Restaurant	2982 Almaden Expy,San Jose,CA,95125	Persian/Iranian	$11-30	4.0	437	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Closed	Yes	Free	No	Private Lot	NULL	Yes	Yes	Yes	Yes
63	The Funny Farm Kitchen	7028 Santa Teresa Blvd,The Sideline Sports Bar,San Jose,CA,95139	Burgers,Sandwiches,Chicken Wings	$11-30	4.5	310	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 9:30 pm	11:30 am - 9:00 pm	11:30 am - 8:00 pm	Yes	Free	No	Private Lot	NULL	Yes	Yes	No	Yes
64	Tee Nee Thai Cuisine	1423 The Alameda,San Jose,CA,95126	Thai,Asian Fusion	$11-30	4.0	868	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
65	Sweet Mango	1040 Willow St,San Jose,CA,95125	Burmese,Chinese,Thai	$11-30	4.0	1047	11:00 am - 2:30 pm,4:30 pm - 9:00 pm	Closed	11:00 am - 2:30 pm,4:30 pm - 9:00 pm	11:00 am - 2:30 pm,4:30 pm - 9:00 pm	11:00 am - 2:30 pm,4:30 pm - 9:30 pm	11:00 am - 2:30 pm,4:30 pm - 9:30 pm	11:00 am - 2:30 pm,4:30 pm - 9:00 pm	No	No	Yes	Garage, Street, Private Lot	NULL	Yes	No	Yes	Yes
